N_tume;I_meses;Esp;Parc_m2;N_arv;DAP_cm;H_m;Cod;Cod2
55;24;E_grandis_AT;600;34;8,6;9;;
55;24;E_grandis_AT;600;35;9,1;10;;
55;24;E_grandis_AT;600;36;10,8;9,5;;
55;24;E_grandis_AT;600;37;9,1;11,5;;
55;24;E_grandis_AT;600;38;10;10,5;;
55;24;E_grandis_AT;600;39;10,7;11;;
55;24;E_grandis_AT;600;40;11;10,5;;
55;24;E_grandis_AT;600;41;8;11;;
55;24;E_grandis_AT;600;42;10,8;10,5;;
55;24;E_grandis_AT;600;43;5,3;7,5;;
55;24;E_grandis_AT;600;44;10,5;11;;
55;24;E_grandis_AT;600;45;7,6;10;;
55;24;E_grandis_AT;600;46;9,9;10,5;;
55;24;E_grandis_AT;600;47;7,2;7;;
55;24;E_grandis_AT;600;48;9,7;9,5;;
55;24;E_grandis_AT;600;49;9,9;10;;
55;24;E_grandis_AT;600;50;10,8;11;;
55;24;E_grandis_AT;600;51;7,6;10;;
55;24;E_grandis_AT;600;52;10,7;11;;
55;24;E_grandis_AT;600;53;9,4;10,5;;
55;24;E_grandis_AT;600;54;10,2;10;;
55;24;E_grandis_AT;600;55;11,8;11;6;
55;24;E_grandis_AT;600;56;3,3;6;7;
55;24;E_grandis_AT;600;57;5,6;9;;
55;24;E_grandis_AT;600;58;9,1;9,5;;
55;24;E_grandis_AT;600;59;;;1;
55;24;E_grandis_AT;600;60;3,7;6,5;7;9
55;24;E_grandis_AT;600;61;11,3;10,5;;
55;24;E_grandis_AT;600;62;6;9;;
55;24;E_grandis_AT;600;63;8,9;9,5;11;
55;24;E_grandis_AT;600;64;10,7;10,5;;
55;24;E_grandis_AT;600;65;11;9,5;;
55;24;E_grandis_AT;600;66;9,5;11;11;
55;24;E_grandis_AT;600;67;9,1;10,5;;
55;24;E_grandis_AT;600;68;7,5;10;;
55;24;E_grandis_AT;600;69;9,5;11,5;;
55;24;E_grandis_AT;600;70;9,4;10,5;;
55;24;E_grandis_AT;600;71;10,8;10,5;;
55;24;E_grandis_AT;600;72;8,9;9,5;;
55;24;E_grandis_AT;600;73;8,6;10;;
55;24;E_grandis_AT;600;74;9,4;11,5;;
55;24;E_grandis_AT;600;75;10;12;;
55;24;E_grandis_AT;600;76;8,6;10;;
55;24;E_grandis_AT;600;77;11,1;13;;
55;24;E_grandis_AT;600;78;6,2;7;;
55;24;E_grandis_AT;600;79;8,8;10,5;;
55;24;E_grandis_AT;600;80;8,6;10,5;;
55;24;E_grandis_camaldulensis;600;1;8,6;10,5;;
55;24;E_grandis_camaldulensis;600;2;10,8;11,5;;
55;24;E_grandis_camaldulensis;600;3;9,9;9,5;;
55;24;E_grandis_camaldulensis;600;4;3;6;11;
55;24;E_grandis_camaldulensis;600;5;9,9;8;11;
55;24;E_grandis_camaldulensis;600;6;12,3;10,5;6;
55;24;E_grandis_camaldulensis;600;7;7,6;8,5;;
55;24;E_grandis_camaldulensis;600;8;1,8;2;7;2
55;24;E_grandis_camaldulensis;600;9;8,1;10;;
55;24;E_grandis_camaldulensis;600;10;1,6;;9;
55;24;E_grandis_camaldulensis;600;11;10,2;9;;
55;24;E_grandis_camaldulensis;600;12;7,6;9,5;;
55;24;E_grandis_camaldulensis;600;13;10,5;11;;
55;24;E_grandis_camaldulensis;600;14;6,2;8;;
55;24;E_grandis_camaldulensis;600;15;11,3;11,5;;
55;24;E_grandis_camaldulensis;600;16;10;10,5;;
55;24;E_grandis_camaldulensis;600;17;12,1;11,5;6;
55;24;E_grandis_camaldulensis;600;18;9,1;10;;
55;24;E_grandis_camaldulensis;600;19;8,6;8,5;;
55;24;E_grandis_camaldulensis;600;20;7,6;8;11;
55;24;E_grandis_camaldulensis;600;21;4,1;5,5;9;
55;24;E_grandis_camaldulensis;600;22;;;1;
55;24;E_grandis_camaldulensis;600;23;;;1;
55;24;E_grandis_camaldulensis;600;24;2,1;3;;
55;24;E_grandis_camaldulensis;600;25;11,9;10,5;6;
55;24;E_grandis_camaldulensis;600;26;6,7;7;;
55;24;E_grandis_camaldulensis;600;27;9,4;8,5;;
55;24;E_grandis_camaldulensis;600;28;7,5;9;;
55;24;E_grandis_camaldulensis;600;29;9,1;10;;
55;24;E_grandis_camaldulensis;600;30;;;1;
55;24;E_grandis_camaldulensis;600;31;10,7;11,5;;
55;24;E_grandis_camaldulensis;600;32;;;5;
55;24;E_grandis_camaldulensis;600;33;8,4;10,5;;
55;24;E_grandis_camaldulensis;600;34;4;3,5;;
55;24;E_grandis_camaldulensis;600;35;11,3;11;;
55;24;E_grandis_camaldulensis;600;36;5,3;7;;
55;24;E_grandis_camaldulensis;600;37;5,9;8;;
55;24;E_grandis_camaldulensis;600;38;5,9;7;11;
55;24;E_grandis_camaldulensis;600;39;8,3;8,5;;
55;24;E_grandis_camaldulensis;600;40;2,4;3;2;9
55;24;E_grandis_camaldulensis;600;41;10,2;9;;
55;24;E_grandis_camaldulensis;600;42;;;1;
55;24;E_grandis_camaldulensis;600;43;5,9;7,5;;
55;24;E_grandis_camaldulensis;600;44;7,6;9;;
55;24;E_grandis_camaldulensis;600;45;8,8;9;;
55;24;E_grandis_camaldulensis;600;46;3;4,5;11;
55;24;E_grandis_camaldulensis;600;47;11,1;12;;
55;24;E_grandis_camaldulensis;600;48;5,3;7;;
55;24;E_grandis_camaldulensis;600;49;11,8;11;;
55;24;E_grandis_camaldulensis;600;50;4,3;6;11;
55;24;E_grandis_camaldulensis;600;51;11,3;10,5;;
55;24;E_grandis_camaldulensis;600;52;8,8;8;;
55;24;E_grandis_camaldulensis;600;53;12,6;11,5;6;
55;24;E_grandis_camaldulensis;600;54;7;8,5;;
55;24;E_grandis_camaldulensis;600;55;11,5;11,5;;
55;24;E_grandis_camaldulensis;600;56;;;1;
55;24;E_grandis_camaldulensis;600;57;9,2;9;;
55;24;E_grandis_camaldulensis;600;58;12,3;12;6;
55;24;E_grandis_camaldulensis;600;59;1,6;3;7;9
55;24;E_grandis_camaldulensis;600;60;8,3;10;;
55;24;E_grandis_camaldulensis;600;61;5,9;6,5;;
55;24;E_grandis_camaldulensis;600;62;;;5;
55;24;E_grandis_camaldulensis;600;63;5,3;8;;
55;24;E_grandis_camaldulensis;600;64;10,5;11,5;;
55;24;E_grandis_camaldulensis;600;65;9,5;11;;
55;24;E_grandis_camaldulensis;600;66;11,3;11,5;;
55;24;E_grandis_camaldulensis;600;67;5,6;9;;
55;24;E_grandis_camaldulensis;600;68;11,1;10,5;;
55;24;E_grandis_camaldulensis;600;69;;;1;
55;24;E_grandis_camaldulensis;600;70;9,5;10,5;;
55;24;E_grandis_camaldulensis;600;71;8,8;8,5;;
55;24;E_grandis_camaldulensis;600;72;9,9;11,5;;
55;24;E_grandis_camaldulensis;600;73;8,3;9;;
55;24;E_grandis_camaldulensis;600;74;10,5;11;;
55;24;E_grandis_camaldulensis;600;75;;;5;
55;24;E_grandis_camaldulensis;600;76;;;1;
55;24;E_grandis_camaldulensis;600;77;13,4;12,5;6;
55;24;E_grandis_camaldulensis;600;78;4,3;3,5;9;
55;24;E_grandis_camaldulensis;600;79;2,9;6;2;9
55;24;E_grandis_camaldulensis;600;80;6,2;8,5;;
55;24;E_grandis_CH;600;1;11,5;11,5;6;
55;24;E_grandis_CH;600;2;8;11;;
55;24;E_grandis_CH;600;3;10,3;12;;
55;24;E_grandis_CH;600;4;10,5;10,5;;
55;24;E_grandis_CH;600;5;8,6;10;;
55;24;E_grandis_CH;600;6;9,4;11,5;;
55;24;E_grandis_CH;600;7;;;1;
55;24;E_grandis_CH;600;8;3,5;7,5;;
55;24;E_grandis_CH;600;9;10,7;12;;
55;24;E_grandis_CH;600;10;9,2;11;;
55;24;E_grandis_CH;600;11;6,7;10,5;;
55;24;E_grandis_CH;600;12;10;10,5;;
55;24;E_grandis_CH;600;13;6,8;10;;
55;24;E_grandis_CH;600;14;8,9;11;;
55;24;E_grandis_CH;600;15;10,2;11,5;;
55;24;E_grandis_CH;600;16;3,2;6;7;
55;24;E_grandis_CH;600;17;;;1;
55;24;E_grandis_CH;600;18;;;1;
55;24;E_grandis_CH;600;19;9,9;10,5;;
55;24;E_grandis_CH;600;20;8,9;11;;
55;24;E_grandis_CH;600;21;4,3;7;;
55;24;E_grandis_CH;600;22;9,2;11;;
55;24;E_grandis_CH;600;23;9,2;10,5;;
55;24;E_grandis_CH;600;24;8,6;9,5;;
55;24;E_grandis_CH;600;25;;;1;
55;24;E_grandis_CH;600;26;9,7;11,5;;
55;24;E_grandis_CH;600;27;12,4;12,5;6;
55;24;E_grandis_CH;600;28;;;1;
55;24;E_grandis_CH;600;29;10;10;;
55;24;E_grandis_CH;600;30;10,8;11;;
55;24;E_grandis_CH;600;31;;;1;
55;24;E_grandis_CH;600;32;7,8;9,5;11;
55;24;E_grandis_CH;600;33;9,4;10,5;;
55;24;E_grandis_CH;600;34;8,4;9,5;;
55;24;E_grandis_CH;600;35;10,5;10,5;;
55;24;E_grandis_CH;600;36;7,8;8,5;;
55;24;E_grandis_CH;600;37;10,7;11;;
55;24;E_grandis_CH;600;38;9,2;10,5;;
55;24;E_grandis_CH;600;39;9,9;10;;
55;24;E_grandis_CH;600;40;8;10,5;;
55;24;E_grandis_CH;600;41;9,7;12;;
55;24;E_grandis_CH;600;42;10,3;11,5;;
55;24;E_grandis_CH;600;43;;;1;
55;24;E_grandis_CH;600;44;10,2;11,5;;
55;24;E_grandis_CH;600;45;11,3;;6;
55;24;E_grandis_CH;600;46;;;5;
55;24;E_grandis_CH;600;47;;;1;
55;24;E_grandis_CH;600;48;11,8;13;6;
55;24;E_grandis_CH;600;49;8,3;10,5;;
55;24;E_grandis_CH;600;50;11,3;10,5;;
55;24;E_grandis_CH;600;51;9,2;11,5;;
55;24;E_grandis_CH;600;52;5,7;7,5;11;
55;24;E_grandis_CH;600;53;8,9;11;;
55;24;E_grandis_CH;600;54;10;11,5;;
55;24;E_grandis_CH;600;55;10,5;9,5;;
55;24;E_grandis_CH;600;56;;;5;
55;24;E_grandis_CH;600;57;10,7;12;;
