"nome";"data";"ppt";"t_max";"t_med";"t_min";"ur_med";"pa_med";"rad";"pto_med";"v_dir";"v_max";"v_med"
"A726";2010-01-10;0;31,9;24,47;20,3;76,71;948,28;17,71;;;10,5;1,85
"A726";2010-01-11;9;30,6;23,55;19,8;80,54;948,16;15,89;;;15,8;1,34
"A726";2010-01-12;3,8;31,5;23,67;19,9;81,92;947,95;21,79;;;16,1;1,35
"A726";2010-01-13;0;;;;;;21,54;;;7,5;1,4
"A726";2010-01-14;0,8;29,2;24,56;21;79,46;948,97;18,01;;;6,9;2,09
"A726";2010-01-15;14,4;28;22,95;19,3;81,58;951,76;17,26;;;13,6;2,65
"A726";2010-01-16;3,6;30,9;23,18;19,2;77,62;952,67;18,35;;;13,5;2,14
"A726";2010-01-17;5,2;31,1;23,31;20,4;86,25;953,02;16,04;;;16,1;1,82
"A726";2010-01-18;0,2;31,5;24,92;21,1;82;950,96;24,07;;;9,9;1,39
"A726";2010-01-19;49,8;32,4;23,55;19,4;86,5;949,47;21,93;;;16,7;2,15
"A726";2010-01-20;10;31,4;24,27;20,2;82,25;948,01;23,91;;;7,9;1,91
"A726";2010-01-21;24,2;29,2;23,09;20,8;89,21;947,96;14,76;;;11,4;2,1
"A726";2010-01-22;0,8;24,6;21,81;20;90,12;949,28;8,68;;;7,7;1,82
"A726";2010-01-23;10,4;28,2;23,34;20,2;85,17;948,99;18,77;;;11,8;2,1
"A726";2010-01-24;24,6;28,8;21,96;18,8;87,67;949,15;16,05;;;9,6;1,32
"A726";2010-01-25;7,4;28,3;22,15;18,7;88,25;948,66;16,89;;;12,6;1,51
"A726";2010-01-26;0,6;28,9;22,51;18,8;88,75;947,92;15,25;;;8,8;0,93
"A726";2010-01-27;1,6;30,1;23,19;19,4;83,12;947,19;20,46;;;10;2,45
"A726";2010-01-28;8,8;28,8;23,77;20,8;85,83;947,52;13,72;;;16,7;1,84
"A726";2010-01-29;34,8;24,8;21,59;19,8;95;948,89;6,84;;;7,6;2,11
"A726";2010-01-30;21,8;23;21,24;20;94,92;951,23;4,4;;;8;1,87
"A726";2010-01-31;8;31,5;22,89;19,3;86;951,62;22,71;;;12;1,79
"A726";2010-02-01;0,2;33,1;24,78;18,4;76,29;951,35;29,14;;;11,6;1,85
"A726";2010-02-02;0,2;33,9;25,74;19;70,96;950,57;28,42;;;11,8;1,74
"A726";2010-02-03;0;33,8;26,11;20;72,04;949,45;28,04;;;10,6;1,9
"A726";2010-02-04;4,4;34,2;26,1;20,7;75,46;949,05;23,77;;;11,5;1,86
"A726";2010-02-05;16,8;33,5;25,86;20,6;75,04;949,08;29,29;;;9,8;1,46
"A726";2010-02-06;1;33,5;26,6;20,8;68,79;947,94;27,54;;;8,8;2,05
"A726";2010-02-07;6;32,3;25,02;19,7;77;948,25;27,41;;;22,4;2,44
"A726";2010-02-08;0;32,3;25,56;19,9;72,62;947,49;28,42;;;6,8;1,62
"A726";2010-02-09;0;32,2;25,74;19,9;70,42;945,23;27,13;;;9,9;2,42
"A726";2010-02-10;7,4;27,8;23,14;20,2;85,88;947,23;15,17;;;9,6;1,59
"A726";2010-02-11;9;30,9;23,04;20,3;87,88;948,66;16,48;;;13,1;1,68
"A726";2010-02-12;0;32,9;25,3;20,8;78,71;950,17;24,83;;;8,5;1,41
"A726";2010-02-13;0,2;33,1;26,24;20,4;67,75;950,38;26,48;;;8,3;1,55
"A726";2010-02-14;0;33,5;25,98;18,7;68,75;949,61;25,8;;;7,6;1,74
"A726";2010-02-15;0;34,4;26,54;20,2;69,17;948,22;26,85;;;8,7;1,74
"A726";2010-02-16;2,2;31,9;25,52;20,5;74,46;948,25;22,3;;;7,9;2,02
"A726";2010-02-17;16;31,2;23,89;20,1;82,92;949,26;17,65;;;16,2;1,42
"A726";2010-02-18;14;23,1;21,78;20,9;93,92;951,52;6,59;;;6,9;1,7
"A726";2010-02-19;0;28,2;23,15;20;83,83;952,87;14,36;;;8,3;1,52
"A726";2010-02-20;19,6;30,8;23,66;20,2;83,17;952,55;17,37;;;11,6;1,64
"A726";2010-02-21;0,4;33,5;24,69;18,7;76,12;950,33;27,93;;;7,8;1,49
"A726";2010-02-22;0;33,3;26,14;20,7;74,79;948,1;24,06;;;14,4;1,39
"A726";2010-02-23;2,4;33,5;26,86;20,8;72,62;947,08;26,23;;;14,1;1,68
"A726";2010-02-24;0,2;33,2;26,32;21,5;75,46;947,59;24,63;;;12,4;2,07
"A726";2010-02-25;11,4;27,6;23,72;21,5;83,83;949,3;13,96;;;13,4;3,45
"A726";2010-02-26;0;27,4;22,26;18,3;74;949,96;19,51;;;11,1;4,06
"A726";2010-02-27;0;29,3;23,41;18,5;71,54;949,57;22,24;;;10,6;3,49
"A726";2010-02-28;29,6;26,7;22,09;19,8;86,71;949,32;8,85;;;10,6;2,23
"A726";2010-03-01;27,6;23,8;20,39;18,3;86,33;949,6;12,33;;;13,2;4,73
"A726";2010-03-02;0,8;23,3;20,53;18,5;82,96;949,42;9,07;;;10,1;3,75
"A726";2010-03-03;0,4;25,6;21,88;18,6;81,17;948,73;10,54;;;8,6;2,8
"A726";2010-03-04;0;29,3;23,83;19,5;77,92;948,48;18,55;;;9,5;2,42
"A726";2010-03-05;0,2;30,2;24,48;19,6;75,46;947,5;19,88;;;9,8;2,71
"A726";2010-03-06;0;25,3;21,63;19,3;83,08;945,85;12;;;8,4;2,22
"A726";2010-03-07;0;29,2;21,5;15,6;74,62;944,93;26,47;;;8,1;1,62
"A726";2010-03-08;0;30,8;23,3;16,5;68,88;944,79;23,85;;;8,9;1,66
"A726";2010-03-09;0;31,7;24,11;16,1;64,46;946,65;24,19;;;7,2;1,91
"A726";2010-03-10;0;32,6;25,74;19,7;65,04;945,7;24,31;;;11,1;2,27
"A726";2010-03-11;0;32,7;25,35;17,9;62,79;944,63;24,29;;;10,1;2,12
"A726";2010-03-12;0;32,8;26,42;19,3;58,92;944,83;23,08;;;10,2;1,86
"A726";2010-03-13;0;33,6;26,4;18,9;66,88;946,33;23,94;;;8,5;1,53
"A726";2010-03-14;17;31,8;25,08;19,9;76,42;947,93;17,09;;;15,2;2,7
"A726";2010-03-15;29,2;29,3;23,16;19,7;85,17;950,62;19,11;;;10;1,68
"A726";2010-03-16;0;29,6;24,15;20,8;76,08;952,5;18,07;;;11;2,12
"A726";2010-03-17;0;29,5;23,27;18,5;72,46;953,24;20,3;;;11,5;4,02
"A726";2010-03-18;0;30,7;23,58;17,3;70,42;952,58;22,03;;;9,9;1,81
"A726";2010-03-19;0;32;24,82;19;74,71;951,3;23,3;;;7,9;1,3
"A726";2010-03-20;0;32,6;25,39;19,1;71,92;948,67;22,8;;;11,5;1,9
"A726";2010-03-21;1,6;30,7;24,52;20,4;76,67;944,67;19,35;;;10,4;2,24
"A726";2010-03-22;2,4;32;24,18;20,1;82,88;945,12;19,06;;;19;2,07
"A726";2010-03-23;0,2;31,7;23,27;19,1;84,58;948,62;29,77;;;15,8;1,54
"A726";2010-03-24;0;32,7;25,61;19,8;73,5;949,27;23,73;;;7,6;1,31
"A726";2010-03-25;0;31,1;25,03;21,2;81,71;949,73;11,45;;;9,6;1,3
"A726";2010-03-26;0,4;29,6;23,87;20,6;82,54;950,83;12,86;;;8,4;1,51
"A726";2010-03-27;0;31,2;24,07;20,4;81,54;950,31;13,16;;;7,2;1,46
"A726";2010-03-28;38,2;29,7;22,77;18,5;90;948,94;9,34;;;21,9;1,5
"A726";2010-03-29;3;30,7;23,36;19,1;85,04;947,77;17,68;;;16,1;2,06
"A726";2010-03-30;11,8;29,1;23,35;19,9;85,92;948,98;16,66;;;6,9;1,68
"A726";2010-03-31;0;29,5;23,79;19;76,54;949,6;19,54;;;9,1;2,8
"A726";2010-04-01;0;29,3;23,59;19,2;77;949,49;15,81;;;9,1;2,69
"A726";2010-04-02;13,2;29,3;22,62;19,3;84,75;949,73;13,98;;;8,7;1,75
"A726";2010-04-03;28,2;25,8;21,64;20,4;95,29;949,65;7,26;;;9,2;1,68
"A726";2010-04-04;6;28,2;23,46;20,8;88,67;948,8;16,7;;;8,6;2,14
"A726";2010-04-05;0;25,8;22,28;20;83,83;950,42;10,09;;;10;3,06
"A726";2010-04-06;9;20,2;17,42;14,9;88,04;951,01;5,42;;;12,1;3,13
"A726";2010-04-07;0;22,8;17,2;13,6;80,29;950,92;17,05;;;10;2,85
"A726";2010-04-08;0;23,9;17,17;13,5;80,67;952,56;16,73;;;10,4;2,59
"A726";2010-04-09;0;24,4;18,31;14,2;75,04;954,62;19,49;;;10,6;3,69
"A726";2010-04-10;0;25,7;18,31;12,1;75,04;954,91;20,47;;;10,8;2,72
"A726";2010-04-11;0;26;19,04;13;73,88;953,86;21,44;;;9,1;2,83
"A726";2010-04-12;0;27,3;20,28;14;71,04;953,46;22,6;;;8,4;2,25
"A726";2010-04-13;0;28,2;20,63;13,7;71,25;954,81;18,26;;;8,8;1,68
"A726";2010-04-14;0;28,6;21,42;14,7;72,71;955,24;18,69;;;9,9;1,65
"A726";2010-04-15;0;28,7;21,83;15,3;73,17;952,87;17,67;;;8,4;1,69
"A726";2010-04-16;0,2;30,8;21,72;14,6;70,46;951,52;20,61;;;4,7;1,14
"A726";2010-04-17;0;30,9;22,18;14,5;67,62;952,33;18,73;;;5,2;1,48
"A726";2010-04-18;0;30,1;22,57;15,2;63,54;953,75;19,51;;;9,6;1,57
"A726";2010-04-19;0;31;22,28;13,8;65;952,29;19,83;;;6,7;1,33
"A726";2010-04-20;0;31,5;23,18;15,3;70,71;949,74;19,15;;;7,4;1,69
"A726";2010-04-21;0;31,8;23,92;16,9;70,5;948,9;18,82;;;8,2;1,6
"A726";2010-04-22;0;32,1;23,9;16,5;71,5;948,24;17,02;;;8,1;1,87
"A726";2010-04-23;12,2;30,8;23,64;19,1;77,88;948,96;10,74;;;16,4;2,12
"A726";2010-04-24;14,8;28,3;22,31;18,9;84,96;951,96;15,46;;;7,5;2,06
"A726";2010-04-25;0,2;31,4;24,83;19,7;77,33;950,75;17,98;;;7,2;1,2
"A726";2010-04-26;0;31,1;24,86;19,2;70,46;949,01;19,48;;;10,7;2,05
"A726";2010-04-27;0;29,3;24,5;19,8;71,42;949,8;16,89;;;11,7;2,41
"A726";2010-04-28;0;28,3;22,12;17,4;78,58;952,38;17,13;;;8,5;2,01
"A726";2010-04-29;0;27,4;21,35;17,6;76,88;953,14;17,02;;;8,7;2,18
"A726";2010-04-30;0;26,4;20,18;14,6;73,38;952,18;19,42;;;7,6;2,48
"A726";2010-05-01;0,2;25,3;18,92;12,1;69,17;952,5;20,26;;;8,5;1,79
"A726";2010-05-02;0;27,7;18,86;10,9;67,75;952,45;20,09;;;7,5;1,45
"A726";2010-05-03;0;29,5;20,34;12,4;71,12;952,08;19,2;;;8,4;1,73
"A726";2010-05-04;0;29,9;22,06;14,7;72,12;950,24;18,27;;;9;1,99
"A726";2010-05-05;0;29,5;22,8;17;75,88;948,83;16,55;;;6,7;1,74
"A726";2010-05-06;0;29,2;22,31;16,2;78,92;950,75;17,52;;;7,2;1,41
"A726";2010-05-07;0,2;31,1;22,59;15,2;72,17;951,32;18,33;;;8,4;1,85
"A726";2010-05-08;6,4;24,5;20,62;17,9;89,58;950,3;6,94;;;10,9;2,17
"A726";2010-05-09;14,4;22,8;18,47;16,4;86,5;952,15;9,4;;;8,8;2,36
"A726";2010-05-10;0;22,6;17,49;13,6;73,46;952,94;15,15;;;9,7;3,25
"A726";2010-05-11;0,2;22,5;15,7;10;79,12;950,82;16,12;;;7,6;1,57
"A726";2010-05-12;0;20,4;14,62;10;72,67;949,26;16,82;;;12,1;2,47
"A726";2010-05-13;0;21,7;14,53;8,6;72,96;952,22;16,24;;;5,4;0,99
"A726";2010-05-14;0;24,1;16,15;9,1;79,62;953,77;15,4;;;7,9;1,64
"A726";2010-05-15;0,2;26;17,49;11;76,79;952,45;14,47;;;6,1;0,9
"A726";2010-05-16;0;26,3;17,36;10;74,62;951,67;14,96;;;4,2;1,25
"A726";2010-05-17;0;24,3;19,02;14,7;78,46;952,38;12,79;;;8,4;2,08
"A726";2010-05-18;0;26,2;19,43;13,5;81,83;950,65;9,89;;;8,5;1,63
"A726";2010-05-19;4,8;19,3;17,81;15,1;89,67;949,61;3,89;;;8,3;2,39
"A726";2010-05-20;0;20,7;15,34;12,4;77,96;951;12,44;;;5;1,8
"A726";2010-05-21;0,2;21,6;15,19;9,7;84,12;951,22;11,48;;;5,8;0,93
"A726";2010-05-22;0;25,2;18,46;12;77,79;950,26;17,18;;;7,4;1,88
"A726";2010-05-23;0;25,8;18,99;12,6;77,71;949,87;16,79;;;8,1;2,38
"A726";2010-05-24;0,2;25,5;18,44;11,1;83,21;949,13;11,52;;;7,6;1,23
"A726";2010-05-25;0,2;27,1;21,27;17,3;80,92;950,42;10,91;;;6,6;1,55
"A726";2010-05-26;0;27;20,47;15,3;78,92;953,28;14,31;;;10;2,16
"A726";2010-05-27;0;24,4;19,15;15,9;71,79;956,23;14,61;;;10,7;4,6
"A726";2010-05-28;0;24,7;17,79;11,5;75,75;955,23;15,95;;;9,5;2,58
"A726";2010-05-29;0;27,8;18,95;11,9;74,75;952,59;15,5;;;7;0,9
"A726";2010-05-30;0;28,6;20,58;14;69;951,03;15,66;;;10,9;2
"A726";2010-05-31;0,2;23,2;19,11;15,9;70,58;952,56;15;;;9;3,18
"A726";2010-06-01;0;22,4;16,23;10,6;73,92;956,48;16,78;;;10,4;4
"A726";2010-06-02;0;22,1;15,78;9,6;78,12;955,61;10,55;;;7,5;1,28
"A726";2010-06-03;0;25,7;18,01;11,7;76,25;956,7;15,38;;;8,3;1,83
"A726";2010-06-04;0,2;25,9;18,23;11,5;76,5;954,75;15,28;;;9,2;1,98
"A726";2010-06-05;16,6;23,1;19,24;16,2;79,88;951,64;12,52;;;11,9;3,27
"A726";2010-06-06;0;21,1;14,15;6,7;69,17;954,86;17,2;;;6,2;0,98
"A726";2010-06-07;0,2;23,5;13,26;5;73,42;955,78;16,91;;;4,1;1,1
"A726";2010-06-08;0,2;25,1;14,35;5,9;70,88;956,34;16,18;;;5,4;0,93
"A726";2010-06-09;0;23,3;15,73;9,7;75,96;956,91;13,1;;;7,3;1,44
"A726";2010-06-10;1;22,6;15,75;11,2;85,79;956,21;10,15;;;8,4;1,61
"A726";2010-06-11;0;21,3;15,97;12,6;77,79;958,06;14,61;;;10,1;2,79
"A726";2010-06-12;0;21,1;15,09;11,1;73,96;959,18;16,73;;;14;4,3
"A726";2010-06-13;0;22,5;14,16;7,1;73,38;957,05;16,68;;;6,6;1,55
"A726";2010-06-14;0,2;23,7;14,51;6,6;74,75;955,26;15,17;;;7,9;1,06
"A726";2010-06-15;0;25,2;15,67;7,3;73,25;954,8;16,14;;;7,4;1,81
"A726";2010-06-16;0,2;26,5;16,39;8;71,33;953,9;16,25;;;5,3;1,8
"A726";2010-06-17;0;28,7;17,98;8,7;66,92;952,49;16,16;;;5,4;1,73
"A726";2010-06-18;0;29,3;18,59;10;66,83;951,8;16,07;;;7,1;2,04
"A726";2010-06-19;0;30,4;19,11;9,6;61,21;949,76;16,49;;;9;2,39
"A726";2010-06-20;0;30,1;20,03;10,1;57,92;948,81;16,21;;;10,5;2,72
"A726";2010-06-21;0;30,1;20,12;12,4;63,21;949,16;15,13;;;5,4;1,81
"A726";2010-06-22;0;21,9;17,58;13,5;82,96;951,86;8,68;;;7;1,88
"A726";2010-06-23;0,2;24,2;17,91;12,5;74,46;954,9;15,19;;;8,1;2,5
"A726";2010-06-24;0;28,4;19,19;12;74,71;954,94;14,98;;;9,9;1,5
"A726";2010-06-25;0;28,6;19,94;12,6;72,71;956,68;15,45;;;5;1,38
"A726";2010-06-26;0;28,1;19,54;12,3;67,08;955,85;15,97;;;8,6;1,74
"A726";2010-06-27;0,2;25,5;17,1;8,2;69,96;955,91;16,69;;;10,1;1,94
"A726";2010-06-28;0;25,7;16,44;8,7;69,46;956,91;15,96;;;4,8;1,76
"A726";2010-06-29;0;25,2;17,28;10,4;71,42;956,7;15,82;;;8;1,43
"A726";2010-06-30;0,2;26,6;16,96;8,6;73,38;956,85;15,59;;;4,7;1,19
"A726";2010-07-01;0,2;26,8;17,02;8,6;68,25;956,44;16,05;;;4,2;1,33
"A726";2010-07-02;0;26,1;16,62;7,7;68;956,09;16,26;;;4,9;1,25
"A726";2010-07-03;0,2;26;16,22;8,8;72,38;956,39;14,95;;;4,3;1,15
"A726";2010-07-04;0;25,7;15,55;8,6;71,58;955,77;14,46;;;3,9;0,71
"A726";2010-07-05;0,2;27,3;16,82;7,4;65,29;955,36;16,62;;;7,5;1,24
"A726";2010-07-06;0;28,1;17,75;9,1;65,88;955,05;16,54;;;8,2;1,85
"A726";2010-07-07;0;27,6;18,19;9,6;65,33;953,47;15,76;;;7,8;1,87
"A726";2010-07-08;0;27,6;17,96;9,8;57,83;953,64;15,77;;;6;1,69
"A726";2010-07-09;0;28,4;19,44;12,7;55,29;953,67;14,47;;;6,3;1,33
"A726";2010-07-10;0;27,1;19,1;12;70,75;953,92;15,19;;;10,3;1,94
"A726";2010-07-11;0;28,3;20,18;13,9;69,88;951,52;15,27;;;8;1,51
"A726";2010-07-12;0;30,7;21,05;13,4;65,62;948,56;14,43;;;13,8;2,72
"A726";2010-07-13;24,4;21,4;19,03;17,5;83,21;948,6;3,82;;;11;1,57
"A726";2010-07-14;36,6;18,1;15,85;14;97,08;952,61;2,14;;;7,3;1,35
"A726";2010-07-15;1;20,6;15,71;13;90,54;955,4;8,81;;;7,8;2,12
"A726";2010-07-16;0,8;19,3;16,52;14,5;84,46;959,24;6,59;;;12,3;3,55
"A726";2010-07-17;0;24,9;18,71;15,3;74,58;960,22;16,19;;;9,9;4,57
"A726";2010-07-18;0;26,9;19,28;12,7;76,33;958,2;16,77;;;7,3;1,71
"A726";2010-07-19;0,2;27,4;20,07;13,9;76,96;955,05;16,71;;;11,5;1,73
"A726";2010-07-20;0;28,7;21,6;15,6;68,33;954,35;16,44;;;6,6;1,44
"A726";2010-07-21;0;29,5;21,06;14;67,96;954,31;17,4;;;9;2,1
"A726";2010-07-22;0;30,3;22,72;16,5;52,83;953,24;17,46;;;12,4;2,5
"A726";2010-07-23;0;29,3;21,29;14,5;65,62;955,67;15,55;;;5,8;1,68
"A726";2010-07-24;0;27,9;20,69;13,9;71,42;957,23;17,1;;;10,7;2,57
"A726";2010-07-25;0;26,5;19,14;12,2;68,42;956,84;18,1;;;12;1,71
"A726";2010-07-26;0;28,2;18,66;10,7;64,46;955,31;17,23;;;8,9;1,8
"A726";2010-07-27;0;25,7;18,96;13,8;72,75;956,77;17,59;;;10,5;3
"A726";2010-07-28;0;26,4;17,9;11,9;75,21;957,9;11,29;;;9,5;1,11
"A726";2010-07-29;0;28,2;21,5;15,7;62,71;955,94;15,52;;;8,8;1,5
"A726";2010-07-30;0;28,2;22,06;16,6;54,58;953,44;16,97;;;9,5;2,17
"A726";2010-07-31;0;29,1;20,86;12,5;54,33;950,66;18,36;;;12,3;2,62
"A726";2010-08-01;0;30,2;21,63;12,9;55,92;949,77;17,65;;;9,9;2,23
"A726";2010-08-02;0;24,9;19,29;16,1;75,58;954,1;14,62;;;11,6;3,56
"A726";2010-08-03;0;23,3;17,26;13;77,08;955,72;14,29;;;11,7;2,82
"A726";2010-08-04;0;22,1;15,94;12;75,92;956,51;12,21;;;8,9;2,89
"A726";2010-08-05;0;24,4;15,57;8,9;74,17;956,42;17,8;;;10,3;1,78
"A726";2010-08-06;0;21,3;14,97;10,4;70,25;956,17;16,06;;;7,6;2,23
"A726";2010-08-07;0;25,4;14,63;6,2;69,88;955,45;18,83;;;6,1;0,95
"A726";2010-08-08;0;28,4;17,89;8,5;59,04;953,75;18,41;;;11,1;1,89
"A726";2010-08-09;0;27,6;18,38;8,7;61,33;954,2;18,56;;;8,3;1,75
"A726";2010-08-10;0;26,5;16,84;9,5;73,83;957,04;17,63;;;9,1;1,44
"A726";2010-08-11;0;26,2;17,95;10,4;72,79;957,42;17,71;;;8,6;1,62
"A726";2010-08-12;0;29;19,56;11,9;66,5;955;18,05;;;10;1,99
"A726";2010-08-13;0;28,7;22,27;16,5;47,04;952,79;16,16;;;13,6;3,83
"A726";2010-08-14;0;24,1;18,35;12,4;62,92;953,32;18,64;;;9,9;2,22
"A726";2010-08-15;0;19,4;13,9;9,3;70,75;956,21;16,99;;;11,1;3,26
"A726";2010-08-16;0;21,1;13,16;6,3;63,58;958,67;19,64;;;12,8;4,1
"A726";2010-08-17;0;23,4;15,03;6,9;61,58;958,69;20,99;;;11,2;2,81
"A726";2010-08-18;0;24,5;15,41;5,6;63,12;957,79;21,16;;;8,6;1,38
"A726";2010-08-19;0;26,7;16,65;7;56,29;955,44;19,87;;;6,8;1,16
"A726";2010-08-20;0;27,4;17,38;8;55,67;954,38;19,03;;;5,4;1,35
"A726";2010-08-21;0;29,5;18,58;9,4;55,46;955,59;19;;;4,3;1,23
"A726";2010-08-22;0;30,6;20;8,9;49,92;955,2;20,38;;;6;1,34
"A726";2010-08-23;0;32;20,46;10,1;48,46;952,95;20,33;;;7,5;1,82
"A726";2010-08-24;0;32,6;21,61;11,3;45,33;951,77;20,08;;;8,9;1,76
"A726";2010-08-25;0;33,1;21,64;11,6;46,21;951,88;20,05;;;6,8;1,85
"A726";2010-08-26;0;32,5;22,01;12,1;43,67;951,62;20,23;;;6;1,44
"A726";2010-08-27;0;33;22,31;10,9;44,29;950,62;19,49;;;5,4;1,76
"A726";2010-08-28;0;32,7;22,41;12,2;42,54;950,48;18,76;;;5,5;0,98
"A726";2010-08-29;0;33,7;22,9;12,1;49,21;950,87;19,27;;;6,9;1,24
"A726";2010-08-30;0;30,9;22,23;12,5;51,38;952,35;18,76;;;11,6;2,29
"A726";2010-08-31;0;32,5;21,61;13;56,33;953,23;20,1;;;11,5;2,36
"A726";2010-09-01;0;31;22,52;14,4;46,54;953,56;19,64;;;11,8;2,72
"A726";2010-09-02;0;31,6;22,48;12,5;47,33;954,58;20,33;;;7,6;1,62
"A726";2010-09-03;0;33,8;23,09;13,1;44,12;953;21,04;;;7,1;1,65
"A726";2010-09-04;0;34,5;23,87;14,1;39,75;950,19;20,82;;;12,3;2,86
"A726";2010-09-05;0;28,6;22,7;16,1;53,38;951,75;18,9;;;11,5;2,6
"A726";2010-09-06;0;26,3;18,68;14,4;67,79;956,57;19,36;;;10,8;3,89
"A726";2010-09-07;13,6;18,6;16,29;14,9;89,96;956,74;3,53;;;8,1;1,49
"A726";2010-09-08;0;25;18,59;13,7;75,62;954,83;20,65;;;10,9;3,82
"A726";2010-09-09;0;27,1;18,97;13,3;65,88;955,52;22,55;;;10,7;3,38
"A726";2010-09-10;0;29,6;20,42;13,1;61,88;955,34;23,41;;;10;2,66
"A726";2010-09-11;0;32,1;21,47;12;58,88;953,44;23,8;;;10;1,97
"A726";2010-09-12;0;33;23,05;11,8;38,38;951,09;21,71;;;10,8;2,4
"A726";2010-09-13;0;33,3;23,04;12,7;40,58;950,11;23,47;;;12;2,89
"A726";2010-09-14;0;32,2;24,58;17,5;30,21;949,91;20,39;;;12,1;3,27
"A726";2010-09-15;0;28,7;22,59;17;60,25;950,98;14,57;;;10,7;1,75
"A726";2010-09-16;0;32,3;21,76;14,8;66,21;950,35;20,83;;;9,2;1,58
"A726";2010-09-17;0;33,3;22,88;14,8;65,08;949,37;17,65;;;7,6;1,22
"A726";2010-09-18;0;26,6;20,22;14,9;65,29;953,69;20,35;;;12,9;4,67
"A726";2010-09-19;0;27,8;19,07;13,7;64,08;954,86;21,81;;;12;3,85
"A726";2010-09-20;0;31,5;21,04;14,5;65,54;952,33;20,41;;;12,7;2,43
"A726";2010-09-21;36,8;33,3;23,02;15,9;64,88;950,27;18,5;;;10,5;2,75
"A726";2010-09-22;0;33,9;24,82;16,6;60,71;949,23;22,47;;;9,4;2,42
"A726";2010-09-23;0;35,4;26,71;19,1;46,54;948,21;20,41;;;10,8;2,12
"A726";2010-09-24;2,6;27,3;21,53;18,1;72,83;949,04;8,97;;;12,2;2,7
"A726";2010-09-25;0,2;29,6;21,56;16,9;76,29;949,15;21,04;;;10;1,51
"A726";2010-09-26;30,6;20,5;18;15,9;93,58;949,56;3,15;;;14,2;2,15
"A726";2010-09-27;8,6;25;20,07;17,2;88,04;946,96;8,93;;;8,4;1,88
"A726";2010-09-28;8;22,9;19,98;18,2;89,25;945,07;7,71;;;8,2;1,47
"A726";2010-09-29;9;25,6;20,41;18;87,5;945,45;7,23;;;10,5;1,28
"A726";2010-09-30;0,4;24;21,06;19,4;90,38;947,14;8,04;;;5,9;1,24
"A726";2010-10-01;19,6;25,1;20,44;17,9;91,29;948,02;6,87;;;10,5;1,61
"A726";2010-10-02;6,4;23,8;19,99;18;93,5;949,39;5,81;;;9,6;1,43
"A726";2010-10-03;0,6;21;18,31;16,3;81,71;953,51;10,38;;;11,7;3,68
"A726";2010-10-04;0;27,2;20,02;15;74,83;951,79;20,68;;;8,7;2,32
"A726";2010-10-05;0;30,2;22,15;16,1;74,42;949,32;24,62;;;10,8;2
"A726";2010-10-06;0;31,6;22,59;15,2;68,46;948,88;26,36;;;7,9;1,96
"A726";2010-10-07;3,4;29;22,15;18,7;78,62;947,06;7,93;;;18,4;3,25
"A726";2010-10-08;0,2;25,5;20,61;17,8;66,83;948,83;25,34;;;14,3;4,53
"A726";2010-10-09;0;24,6;18,91;14,5;63,29;954,23;21,81;;;14,2;4,48
"A726";2010-10-10;0;25,3;17,39;12,5;69,42;955,36;21,26;;;12,9;3,87
"A726";2010-10-11;0;24;16,94;11,5;70;954,21;21,19;;;11,7;3,42
"A726";2010-10-12;0;24,2;16,64;11;60,58;954,41;28,06;;;12,9;4,85
"A726";2010-10-13;0;28,3;18,67;11;59,25;951,95;26,92;;;10,7;2,72
"A726";2010-10-14;0;33,2;21,96;13,1;66,62;950,33;24,82;;;13,4;1,7
"A726";2010-10-15;0,4;31,7;23,37;18;71;950,71;18,66;;;13,4;2,24
"A726";2010-10-16;26;30;23,44;18,9;77,62;950,1;20,64;;;10,1;2,43
"A726";2010-10-17;0;31,1;24,48;20,4;72,08;948,16;25,12;;;9,9;2,41
"A726";2010-10-18;4,8;26;20,83;17,9;80,79;948,2;14,26;;;10,2;2,75
"A726";2010-10-19;0;26,6;19,48;13,5;66,25;950,43;29,23;;;11;2,71
"A726";2010-10-20;0;28;19,49;11,6;58,62;950,38;29,71;;;11,2;2,62
"A726";2010-10-21;0;31,4;21,44;12,4;59,96;949,02;28,35;;;9,8;1,8
"A726";2010-10-22;0;34,2;23,81;14,2;61;946,72;25,93;;;9,7;1,52
"A726";2010-10-23;1,2;25,4;21,53;18,2;82,79;946,17;8,96;;;13,7;2,1
"A726";2010-10-24;0;29,1;22,86;18,5;78,71;946,67;17,6;;;10,3;2,05
"A726";2010-10-25;0;32;22,86;15,4;68,38;946,22;27,92;;;12,2;2,15
"A726";2010-10-26;7;27,3;21,08;17,5;78,29;945,6;21,85;;;15;2,94
"A726";2010-10-27;0;27,3;20,35;14,3;62,17;945,62;29,92;;;10,6;3,01
"A726";2010-10-28;0;30;21,26;13,4;58,04;946,11;29,46;;;10,6;1,87
"A726";2010-10-29;0;34,5;24,25;12,9;48,71;945,11;28,59;;;8,6;1,91
"A726";2010-10-30;22,4;26,9;20,8;17,2;73,5;945,55;7,68;;;19,6;2,38
"A726";2010-10-31;0;27,3;22,12;17,5;77,71;948,14;15,95;;;7,1;1,47
"A726";2010-11-01;0;27,5;23,69;20,5;74,33;949,08;15,8;;;6,5;1,77
"A726";2010-11-02;0;28,7;22,3;16,7;59,5;948,07;23,96;;;7,9;1,68
"A726";2010-11-03;0;30,1;22,47;14,9;59,04;946,9;29,69;;;10,9;2,34
