"nome";"data";"ppt";"t_max";"t_med";"t_min";"ur_med";"pa_med";"rad";"pto_med";"v_dir";"v_max";"v_med"
"A726";2009-03-19;0;29,9;24,19;19,8;71,83;951,38;19,61;;;10,7;3,57
"A726";2009-03-20;0;27,3;23,07;19,2;73,38;951,12;13,68;;;9,4;1,95
"A726";2009-03-21;1;27,1;22,79;19,8;79,62;949,14;11,93;;;8,8;2
"A726";2009-03-22;0,4;26,2;22,09;19;85,33;947,63;14,62;;;5,9;1,5
"A726";2009-03-23;0;29,8;23,48;18,4;75,33;946,86;21,11;;;7,5;2,05
"A726";2009-03-24;0;29,6;23,41;17,5;73,67;947,67;20,86;;;10,6;2,77
"A726";2009-03-25;0;29,5;22,6;16,1;71,96;947,69;21,35;;;10,4;2,71
"A726";2009-03-26;0;29,7;22,47;16;68,38;947,46;22,8;;;10,6;2,32
"A726";2009-03-27;0;30,3;23,53;17,5;73;947,37;20,05;;;10,9;1,91
"A726";2009-03-28;20,2;29,8;23,41;20,3;80,67;945,51;13,81;;;10,3;1,99
"A726";2009-03-29;0,2;29,1;23,38;19,4;80,42;945,5;21,06;;;7,8;1,09
"A726";2009-03-30;0;28,6;23,76;19,8;78,96;946,2;14,54;;;10,7;1,87
"A726";2009-03-31;1,2;29,9;23,77;19;77,5;945,94;19,84;;;8,4;1,48
"A726";2009-04-01;0,2;29,5;23,29;17,5;70,71;947,22;20,86;;;10,9;2,97
"A726";2009-04-02;0;29,6;22,58;17,1;67,46;949,12;23,36;;;11,1;3,43
"A726";2009-04-03;0;30,2;23,15;17,3;68,75;949,75;22,2;;;10,4;2,51
"A726";2009-04-04;0;29,4;22,98;17,3;75,58;949,66;19,54;;;9,5;2,2
"A726";2009-04-05;0,2;31,1;24,79;20,9;76,21;948,63;17,2;;;7,7;1,78
"A726";2009-04-06;1,4;26,3;23,14;20,4;83,67;948,74;12,65;;;6,6;2,06
"A726";2009-04-07;0;28,4;23,29;18,6;77,5;948,61;17,51;;;7,8;2
"A726";2009-04-08;0,2;29,4;23,18;17,9;74,21;948,64;19,67;;;10;2,7
"A726";2009-04-09;0;28,9;22,7;17,1;71,25;949,68;21,84;;;10;2,19
"A726";2009-04-10;0;30,8;23,28;16,9;69,33;948,62;23,15;;;7,6;1,97
"A726";2009-04-11;0;30;22,7;16,4;67,42;949,77;22,44;;;9,4;1,87
"A726";2009-04-12;0;29,9;22,26;15,7;73,62;951,41;19,56;;;7,1;1,43
"A726";2009-04-13;20,6;26,7;21,65;19,1;84,42;952,92;10,59;;;10,8;1,98
"A726";2009-04-14;0,6;26,6;21,24;18,5;86,67;952,79;14,02;;;5,7;1,43
"A726";2009-04-15;0;27,2;21,92;18,4;78,12;953,31;17,97;;;8,8;2,78
"A726";2009-04-16;0;26,5;20,44;15,5;73;955,15;19,36;;;10,5;3,62
"A726";2009-04-17;0;27,6;19,97;14;66,25;955;20,7;;;8,7;2,24
"A726";2009-04-18;0;28,4;20,33;13,3;70,5;953,3;21,64;;;8,5;1,64
"A726";2009-04-19;0;29,4;20,46;12,4;68,04;951,68;21,47;;;5,4;1,65
"A726";2009-04-20;0;28,4;20,52;13,2;68,29;952,4;20,91;;;9;1,72
"A726";2009-04-21;0;27,4;20,46;14,5;74,42;954,37;17,68;;;10;2,83
"A726";2009-04-22;0;28,4;20,6;13,6;73,83;952,07;17,57;;;9,3;1,76
"A726";2009-04-23;0;27,5;20,42;15,1;77,58;948,43;13,91;;;11,5;1,83
"A726";2009-04-24;0,2;25,8;18,68;13,3;82,25;949,84;15,87;;;6;1,46
"A726";2009-04-25;0;25,8;20,26;16,7;77,38;950,84;14,79;;;5,7;1,52
"A726";2009-04-26;0,2;27,4;19,44;12,7;78,08;951,29;17,14;;;4,4;1,35
"A726";2009-04-27;0;26,9;19,85;13,6;77,08;951,59;14,37;;;8,8;2,08
"A726";2009-04-28;0,2;27,5;20,39;13,8;74;951,71;17,42;;;8,7;2,09
"A726";2009-04-29;0;28,2;20,69;13,2;70,96;950,92;17,78;;;8,4;1,29
"A726";2009-04-30;0;28,3;21,09;14,3;64,12;951,49;15,83;;;9;1,99
"A726";2009-05-01;0;27,1;20,41;14,7;65,5;952,68;19,13;;;10,4;3
"A726";2009-05-02;0;25,9;19,28;13,1;74,79;953;15,56;;;9,2;1,7
"A726";2009-05-03;0;27,4;20,22;14;72,67;951,33;17,3;;;9,1;1,84
"A726";2009-05-04;1,8;25,1;18,29;15;84,58;951,03;10,64;;;22,1;2,05
"A726";2009-05-05;0,2;26,3;18,97;13,6;74,5;951,91;18,9;;;7,7;1,83
"A726";2009-05-06;0,2;27,4;19,14;11,6;72,75;950,98;18,27;;;8,4;2,07
"A726";2009-05-07;0;26,8;19,75;13,4;71,79;952;16,37;;;5,5;1,68
"A726";2009-05-08;0;27,5;20,06;13,8;73,12;952,04;14,9;;;5,1;1,4
"A726";2009-05-09;0;29,9;21,29;14,1;71,67;950,86;13,07;;;6,7;1,68
"A726";2009-05-10;0;27,7;21,47;16,4;78,46;951,23;14,23;;;9,5;1,73
"A726";2009-05-11;0;28,9;20,69;14,1;77,58;950,56;16,09;;;5,9;1,24
"A726";2009-05-12;0,2;30,4;22,05;14,8;71,38;950,07;17,65;;;7;1,75
"A726";2009-05-13;0;29,7;22,01;15;71,46;949,03;14,62;;;6,9;1,55
"A726";2009-05-14;3,8;30,4;22,33;15,3;68,17;947,02;15,24;;;17,5;2,77
"A726";2009-05-15;5,2;23,9;19,4;17,1;87,71;946,44;7,97;;;10,5;1,95
"A726";2009-05-16;0;22,7;17,93;14,1;73,42;950,44;17,02;;;8;1,92
"A726";2009-05-17;0;25,3;16,49;10,5;76,46;953,16;16,94;;;9,1;1,73
"A726";2009-05-18;0,2;26,3;17,91;11,1;81,92;954,75;15,1;;;3,7;0,99
"A726";2009-05-19;0,2;26,6;18,59;12;79,5;954,51;15,81;;;7,9;1,7
"A726";2009-05-20;0;26,1;19,28;13,9;74,21;955,59;15,51;;;11;3,26
"A726";2009-05-21;0;26,4;18,9;12,3;75,25;954,78;16,12;;;9,3;1,35
"A726";2009-05-22;0;26,3;18,7;11,3;70,08;955,05;17,42;;;8,2;1,71
"A726";2009-05-23;0,2;26,5;18,26;10,9;71,75;955,24;17,33;;;7,8;2,11
"A726";2009-05-24;0;28,7;19,09;11,7;74,12;953,05;16,1;;;8,5;2,14
"A726";2009-05-25;0,2;29,2;20,03;13,3;77,42;950,11;13,63;;;16,2;2,66
"A726";2009-05-26;0;29,3;21,51;15,4;78,42;950,12;12,5;;;7,9;2,07
"A726";2009-05-27;0,2;26,4;20,9;16,6;80,96;951,12;9,75;;;5,1;1,43
"A726";2009-05-28;0;26,7;21,02;16,8;85,08;952,4;8,93;;;6,6;1,55
"A726";2009-05-29;0;25,1;20,34;17,3;78,58;954,19;10,45;;;11,2;3,27
"A726";2009-05-30;0;27,5;19,76;14,4;77,08;952,29;14,15;;;6;1,84
"A726";2009-05-31;0;28,5;22,09;17,6;73,58;948,7;8,71;;;11,8;3,03
"A726";2009-06-01;0;22,2;15,79;11,4;73,58;949,89;15,85;;;12,4;4,88
"A726";2009-06-02;0;17,8;12,44;8,7;70,38;952,94;13,08;;;8,3;1,91
"A726";2009-06-03;0;19,2;11,12;3,1;69,92;955,4;16,38;;;5,9;1,46
"A726";2009-06-04;0,2;23,9;12,58;2,6;66,54;954,66;16,66;;;7,4;1,82
"A726";2009-06-05;0;28,9;16,85;7,6;68,21;953,17;13,12;;;14,3;3,06
"A726";2009-06-06;0;25,8;18,99;13;64,38;954,47;14,94;;;5,7;1,57
"A726";2009-06-07;0;23,7;16,26;8,3;71,92;956,23;15,91;;;9,6;2,76
"A726";2009-06-08;0;21;15,52;11;73,12;956,09;8,05;;;8,5;1,62
"A726";2009-06-09;0;27,1;17,77;10,4;72,46;953,92;12,77;;;7;1,74
"A726";2009-06-10;16,6;22,9;15,82;12,2;89,75;953,55;4,24;;;10,2;1,84
"A726";2009-06-11;20,2;23;17,56;14,8;87,62;954,95;10,01;;;5,7;1,28
"A726";2009-06-12;1,6;21,2;16,52;14,2;86,79;955,48;8,2;;;7,1;1,65
"A726";2009-06-13;0,2;20,9;13,96;7,8;80,5;955,36;14,71;;;8,6;1,88
"A726";2009-06-14;0,2;21,8;13,51;6;77,25;954,31;15,8;;;7,7;1,47
"A726";2009-06-15;0,2;23;14,39;6,4;73,71;953,65;15,59;;;8,4;1,17
"A726";2009-06-16;0;22,1;14,35;9,3;83,58;950,78;5,93;;;5,8;1,76
"A726";2009-06-17;0;23;17,85;14,7;76;950,45;15,25;;;9,6;2,5
"A726";2009-06-18;0,2;22,1;14,25;6,1;71,5;953,3;15,78;;;4,7;1,58
"A726";2009-06-19;0;22,8;13,93;7,2;75,71;954,13;15,2;;;4,8;1,03
"A726";2009-06-20;0,2;25,4;14,92;6,8;77,25;954,39;15,06;;;3,8;1,02
"A726";2009-06-21;0,2;25;15,99;10,7;80,54;954,11;13,82;;;3,8;0,92
"A726";2009-06-22;0,4;26,7;16,26;7,2;71,92;952,45;15,86;;;5,3;1,78
"A726";2009-06-23;0;26,4;16,63;7,8;66,58;951,65;15,03;;;8,4;2,5
"A726";2009-06-24;0;24,2;17,22;11,1;69,33;952,75;10,19;;;4,5;1,8
"A726";2009-06-25;8,2;18,8;16,86;15,1;90,38;953,47;8,46;;;5,3;0,82
"A726";2009-06-26;0;22,7;18,36;14,5;80,75;955,83;12,6;;;7;1,92
"A726";2009-06-27;12,6;24,8;17,19;13,3;85,92;956,11;12,6;;;18,6;1,82
"A726";2009-06-28;0,2;20,7;16,79;14,6;88,54;955,31;10,3;;;5,7;1,17
"A726";2009-06-29;0,2;26,7;17,21;9,7;80,62;952,94;15,46;;;5;1,15
"A726";2009-06-30;0;28,6;19,64;13,2;75,17;949,65;9,88;;;11,9;2,51
"A726";2009-07-01;0;27,1;20,48;14,2;73,96;950,31;12,62;;;7,7;1,85
"A726";2009-07-02;5;20;16,8;14,5;90,62;952,14;3,23;;;10,4;2,16
"A726";2009-07-03;0,4;22,2;16,16;12,5;90,92;953,22;10,49;;;4,6;1,15
"A726";2009-07-04;0,2;19,8;14,67;11,2;94,62;954,11;7,03;;;4,2;1,12
"A726";2009-07-05;0,2;23,5;16,29;9,5;82;955,97;11,53;;;7;1,77
"A726";2009-07-06;0;26,2;18,34;11,4;76,71;956;14,89;;;7,1;1,52
"A726";2009-07-07;0;27,1;18,89;12,2;74,79;954,72;15,6;;;5,7;1,76
"A726";2009-07-08;0,2;27;18,9;11,9;74,21;953,85;14,69;;;7;2,08
"A726";2009-07-09;0;28,4;20,08;12,9;67,46;952,22;14,54;;;8,6;2,08
"A726";2009-07-10;1,4;22,2;18,38;15,1;82,12;950,17;4,96;;;7,2;1,48
"A726";2009-07-11;16,4;22;17,95;14,3;88,25;946,53;2,34;;;12,4;2,25
"A726";2009-07-12;0,8;19,1;14,49;10,8;78,62;951,95;13,57;;;10,3;2,76
"A726";2009-07-13;0,2;23,3;12,94;5,1;77,38;955,22;16,14;;;4,3;1,38
"A726";2009-07-14;0;23,9;15,04;8;74,71;956,27;14,78;;;7,5;1,89
"A726";2009-07-15;0;24,8;17,17;10,6;75,08;956,23;15,89;;;7,8;1,55
"A726";2009-07-16;0;26,7;17,53;10,4;78,04;955,41;13,61;;;7,9;1,6
"A726";2009-07-17;0;27,8;19,7;11,3;68,46;955,49;15,19;;;8;1,95
"A726";2009-07-18;2;27,6;18,9;13,4;76,5;955,06;13,94;;;17,6;2,03
"A726";2009-07-19;0,2;21,4;17,35;14,7;87,12;953,09;6,86;;;8,8;1,82
"A726";2009-07-20;0;21,5;15,21;8,9;74,08;953,62;14,66;;;9,3;3,12
"A726";2009-07-21;0;26,3;16,2;8,4;72,88;951,75;16,09;;;6,7;1,47
"A726";2009-07-22;0;30,6;21,81;14,8;62,88;948,92;16,13;;;12,6;3,21
"A726";2009-07-23;4,2;26;19,96;15,9;71,62;949,15;7,77;;;14,6;2,48
"A726";2009-07-24;20,4;16,9;15,79;14,3;95,38;952,24;2,55;;;7,7;1,8
"A726";2009-07-25;13,6;17;14,56;12,8;95;954,31;3,44;;;5,7;1,02
"A726";2009-07-26;1;22;17,16;15,1;94,04;954,35;5,82;;;5,1;1,17
"A726";2009-07-27;0;22,6;19,31;16,5;90,17;954,14;7,41;;;5,2;1,13
"A726";2009-07-28;0;29,2;20,85;16,2;83,75;951,71;11,97;;;7,7;1,51
"A726";2009-07-29;0,6;24,9;20,15;16,8;89,54;951,14;8,73;;;9,1;1,46
"A726";2009-07-30;0,2;23,7;19,21;16,3;87,96;954,05;10,5;;;7,5;1,94
"A726";2009-07-31;0;23,7;17,56;14;83,21;955,53;13,07;;;7,2;2,48
"A726";2009-08-01;0;25,8;18,23;12,7;81,71;953,38;13,21;;;5;1,18
"A726";2009-08-02;0;28,7;20,96;14,5;67,88;951,88;11,51;;;13,8;2,59
"A726";2009-08-03;0,6;22,4;19,06;16;80,58;953,62;6,71;;;5,9;1,13
"A726";2009-08-04;0,4;27,6;19,26;13,3;79,75;954,33;17,4;;;7,3;1,65
"A726";2009-08-05;0;28,9;19,09;12,3;74,58;952,83;15,49;;;6,1;1,43
"A726";2009-08-06;0;30,8;23,47;17,8;60,25;951,4;17,3;;;9,4;2,4
"A726";2009-08-07;0;30,8;21,73;15;67,17;953,46;17,81;;;6,5;1,38
"A726";2009-08-08;0;30,9;22,45;15,1;59,92;954,52;18,68;;;10,8;2,22
"A726";2009-08-09;0;29,4;21,02;12,9;57,5;952,39;19,13;;;7,8;2,11
"A726";2009-08-10;0;23;18,83;15,1;62;951,65;14,98;;;11,8;3,45
"A726";2009-08-11;0;22,2;16,22;10,9;68,83;956,49;16,72;;;12,5;4,26
"A726";2009-08-12;0;26,7;16,96;8,6;70,38;956,77;19,32;;;9,4;2,18
"A726";2009-08-13;0;28,7;18,43;9,7;69,75;956,09;18,82;;;9,4;1,6
"A726";2009-08-14;0;27,9;18,71;9,7;55,12;954,22;20,11;;;6;1,82
"A726";2009-08-15;0;28,2;18,5;8,8;56,08;952,28;19,7;;;11;2,81
"A726";2009-08-16;0;29,4;21,25;13,6;54,62;952,01;20,19;;;13,3;2,49
"A726";2009-08-17;0;31,3;21,13;12,2;57,58;950,22;17,96;;;11,1;2,74
"A726";2009-08-18;15,8;26,1;19,6;16,8;84,38;950,15;10,23;;;10,6;2,07
"A726";2009-08-19;23,8;20,3;17,62;16;89,17;948,48;4,53;;;20,5;2,66
"A726";2009-08-20;10;20,9;17,79;15,8;91;948,08;5,72;;;10,1;2,26
"A726";2009-08-21;3,2;19,4;17,53;13;83,42;950,39;8,66;;;11,3;3,33
"A726";2009-08-22;0;22,2;14,41;8,8;74,33;953,28;18,99;;;10,3;3,57
"A726";2009-08-23;9,6;15,7;13,47;10,3;93,58;952,6;3,46;;;8,3;1,52
"A726";2009-08-24;0,6;20,6;16,79;14,7;91,42;952,58;7,12;;;5,7;1,2
"A726";2009-08-25;0;23;18,35;15,4;81,21;955,08;12,47;;;10,9;2,72
"A726";2009-08-26;0;26;19,11;14,1;70,5;955,41;20,03;;;10,3;3,34
"A726";2009-08-27;0;26,8;19,71;13;70,38;955,8;21,29;;;5,7;1,3
"A726";2009-08-28;0;27,8;20,03;11,9;64,79;955,38;21,59;;;7,6;1,57
"A726";2009-08-29;0;29,2;20,76;11,3;55,58;954,92;22,03;;;9,8;1,6
"A726";2009-08-30;0;30,2;21,13;11;53,38;953,85;22,95;;;7,7;1,85
"A726";2009-08-31;0;30,2;20,62;10,6;55,83;951,8;21,92;;;7,6;1,91
"A726";2009-09-01;0;31,5;22,48;13,9;56,12;951,11;21,83;;;8,7;2,21
"A726";2009-09-02;0;33,1;23,77;15,2;56,96;951,08;21,02;;;6,2;1,85
"A726";2009-09-03;2;33;23;16,2;67,83;949,75;17,79;;;16,2;2,74
"A726";2009-09-04;16,2;23,5;20,08;18,7;90,33;950,92;5,93;;;9,9;1,8
"A726";2009-09-05;0;27,4;21,43;17,5;82,88;951,41;12,76;;;4;1,18
"A726";2009-09-06;3,4;22,8;20,08;18,4;91,12;951,11;5,25;;;9,2;1,49
"A726";2009-09-07;0;30,9;22,19;15,5;72,29;947,84;22,89;;;9,1;2,01
"A726";2009-09-08;35;29,2;21,68;18,2;81,88;946,55;8,85;;;17,6;3,27
"A726";2009-09-09;50;23,3;19,84;18,4;90,58;951,46;6,49;;;10,8;3,46
"A726";2009-09-10;0,6;26,4;21,55;18,3;84;955,75;12,28;;;9;1,51
"A726";2009-09-11;0;28,5;21,94;17,1;72;957,15;20,55;;;8,9;2,35
"A726";2009-09-12;0;30,2;22,24;15,7;69;953,71;21,63;;;9;1,77
"A726";2009-09-13;0;31,1;23,52;16;63,71;950,98;22,38;;;7,3;2
"A726";2009-09-14;0;27,8;22,3;18,5;75,25;952,77;18,76;;;9,9;2,95
"A726";2009-09-15;0;28,2;20,92;14,3;73,88;953,75;23,38;;;9,3;2,36
"A726";2009-09-16;0;29,4;21,2;16;70,54;952,68;21,81;;;7;2,03
"A726";2009-09-17;0;29,7;21,64;15,2;72,46;950,06;22,54;;;11,1;1,85
"A726";2009-09-18;0;31,3;21,64;14,7;74,54;947,96;20,33;;;13,9;2,17
"A726";2009-09-19;5;25,6;20,62;17,5;82,29;949,93;9,32;;;11,9;2,58
"A726";2009-09-20;0,8;26,7;21,53;18,1;83,62;950,69;14,3;;;5,2;1,38
"A726";2009-09-21;8,2;23,7;19,67;16,6;84,21;950,57;9,8;;;13,4;2,37
"A726";2009-09-22;0,6;24,7;19,89;16,6;88,38;949,28;9,79;;;6,8;1,56
"A726";2009-09-23;15,4;22,1;19,86;17,1;90,71;946,94;5,12;;;19;1,76
"A726";2009-09-24;0;22,9;19,26;15,7;83,67;950,06;14,16;;;9,9;2,54
"A726";2009-09-25;0;25;17,67;12;70,71;953,28;25,93;;;10,3;2,62
"A726";2009-09-26;0;30,8;20,76;12,4;68,29;951,39;23,71;;;7,2;1,52
"A726";2009-09-27;0;32,9;25,48;17,5;61,92;948,97;24,49;;;14,7;2,98
"A726";2009-09-28;10;32,2;25,17;19,2;61,42;948,95;11,18;;;23,8;2,82
"A726";2009-09-29;0,4;21,1;19,97;18,4;90,88;952,81;4,27;;;8,8;2,28
"A726";2009-09-30;0;21,3;17,57;15,3;73,25;956,2;17,86;;;11,3;4,59
"A726";2009-10-01;0;27,2;19,21;13,5;71;953,83;23,73;;;9;2,14
"A726";2009-10-02;0,2;30,9;22,66;15;70,96;951,16;24,57;;;7,5;1,57
"A726";2009-10-03;0;30,3;23,76;18,8;74,17;951,67;19,51;;;10,1;2,07
"A726";2009-10-04;0;29,8;22,69;17,1;74,29;952,25;21,63;;;10,1;2,41
"A726";2009-10-05;0;32,5;23,71;16,8;68,38;949,77;24,93;;;8,1;1,28
"A726";2009-10-06;4,8;30,7;24,1;20,6;72,29;950;16,3;;;14;1,77
"A726";2009-10-07;;;;;;;16,61;;;;
"A726";2009-10-08;0,6;20,9;19,05;16,8;83,5;952,85;3,64;;;9,6;3,03
"A726";2009-10-09;0,6;23,5;17,54;14,1;73,12;952,71;20,11;;;11,3;4,33
"A726";2009-10-10;0;26,3;18,43;12,8;72,79;951,06;23,32;;;9,5;3,15
"A726";2009-10-11;;;;;;;;;;;
"A726";2009-10-12;7,6;29,1;21,3;17,1;79,29;945,73;7,87;;;24,8;2,8
"A726";2009-10-13;0,4;27,2;20,94;17,2;81,12;948,42;18,34;;;9,3;1,95
"A726";2009-10-14;0;31,9;22,02;14,5;72,92;947,55;26,89;;;6,3;1,52
"A726";2009-10-15;11,8;25,5;20,47;17,8;84,88;947,51;6,53;;;15,1;2,38
"A726";2009-10-16;7,6;26,7;20,7;16,5;78,75;950,22;23,14;;;9,3;2,95
"A726";2009-10-17;0;26,9;20,26;16;79,88;950,17;17,6;;;11,3;2,31
"A726";2009-10-18;3;29,5;22,78;18,1;79,17;947,63;20,25;;;7,5;1,66
"A726";2009-10-19;1,6;27,1;21,44;17,5;84,88;947,02;12,35;;;13,7;2,55
"A726";2009-10-20;0,8;27,6;21,05;16,1;80,17;947,17;20,03;;;6,6;1,36
"A726";2009-10-21;0,6;30,5;23,65;17,6;69,46;947,4;26,47;;;8,8;1,97
"A726";2009-10-22;10;27,6;22,84;17,8;79,71;945,12;16,39;;;15,7;2,89
"A726";2009-10-23;1,2;29;23,09;17,9;70,46;946,44;23,98;;;7,1;1,6
"A726";2009-10-24;0;31,5;23,6;16,1;70,08;945,93;24,17;;;8,8;2,02
"A726";2009-10-25;0;30,5;24,85;19,9;70,08;944,88;21,59;;;8;2,29
"A726";2009-10-26;1,4;27,1;21,83;19,1;83,58;946,89;10,47;;;7,5;2,17
"A726";2009-10-27;0;27,5;21,81;18,7;77,29;948,85;16,6;;;14,6;4,45
"A726";2009-10-28;0;28;22,61;18,6;70,71;950;22,17;;;12,3;5,05
"A726";2009-10-29;0;28,5;22,29;17,5;73,46;948,83;19,85;;;11,5;3,84
"A726";2009-10-30;0;30,2;23,46;17,7;68,75;946,59;27,74;;;11,7;3,6
"A726";2009-10-31;0;32,3;24,69;17,8;63,58;947,02;28,45;;;9,3;2,16
"A726";2009-11-01;0;32,8;25,21;18,1;64,46;946,53;30,02;;;11,4;2,19
"A726";2009-11-02;0;33,8;26,09;18,3;60,88;946,94;29,4;;;8,1;2,02
"A726";2009-11-03;0;34,5;26,71;18,6;60,12;945,89;28,54;;;8,8;2,34
"A726";2009-11-04;0;34,1;26,64;17,6;53,79;946,45;28,06;;;9,7;2,23
"A726";2009-11-05;0;32,8;26,83;20,2;59,33;948,1;27,23;;;11,7;3,02
"A726";2009-11-06;10,6;31,1;24,89;20,6;76,54;948,17;25,78;;;16,5;2,73
"A726";2009-11-07;1,2;30,1;24,57;20,7;75,21;946,64;20,03;;;16;3,05
"A726";2009-11-08;12;27,3;22,56;20,1;84,62;946,35;11,48;;;10,2;2,05
"A726";2009-11-09;16,6;27,7;23,01;20,7;86,54;946,94;14,96;;;7,1;1,4
"A726";2009-11-10;3,4;32,4;25,57;19,7;71;946,88;26,82;;;8,5;2,11
"A726";2009-11-11;0;31,4;24,97;20,4;78,5;945,82;21,09;;;11,6;2,07
"A726";2009-11-12;0;32,4;25,81;19,9;68,5;946,29;27,42;;;8,5;2,6
"A726";2009-11-13;0;33,4;26,34;20,1;65,58;946,83;25,53;;;10;2,49
"A726";2009-11-14;0;33,3;26,88;20,6;69,79;947,07;23,24;;;10,2;2,69
"A726";2009-11-15;0,4;31,5;25,97;21,7;76,96;946,7;16,05;;;11,9;2,53
"A726";2009-11-16;6,4;31;24,52;20,1;74,88;946,97;25,63;;;16,9;2,74
"A726";2009-11-17;0;31,1;24,8;19,6;66,21;948,33;25,73;;;16,3;3,12
"A726";2009-11-18;0;33,8;25,84;18,7;66,33;947,8;27,87;;;15,5;2,41
"A726";2009-11-19;0;34,7;26,84;21,2;66,79;947,06;22,06;;;13,3;2,66
"A726";2009-11-20;0,4;32,8;24,64;19,7;77,08;948,56;15,25;;;18,9;2,32
"A726";2009-11-21;8,4;29,4;23,3;20,1;84,38;950,12;14;;;14,9;2,32
"A726";2009-11-22;8,4;32;24,74;20,3;75,88;948,81;19,32;;;7,8;2,01
"A726";2009-11-23;0,2;29,2;24,54;21,9;82,04;946,6;14,75;;;9,3;1,47
"A726";2009-11-24;7;30,6;23,43;20;83,5;946,33;21,66;;;10,7;2,11
"A726";2009-11-25;11;33,4;25,32;20,5;75,75;946,65;21,48;;;7,2;1,73
"A726";2009-11-26;0,2;33;26,6;21,1;68;947,65;28,55;;;8,1;2,16
"A726";2009-11-27;3,2;30,4;23,63;20,7;84,62;947,73;19,24;;;13,4;2,31
"A726";2009-11-28;21,8;27,6;22,94;20,2;88,04;946,43;13,87;;;12,5;2,72
"A726";2009-11-29;36;28;22,51;19;90,67;945,5;11,98;;;15;2,92
"A726";2009-11-30;33,6;30,1;24,77;21;83,29;945,15;21,83;;;9,3;2,03
"A726";2009-12-01;1,4;30,7;24,94;21,2;81,88;944,99;23,05;;;7,2;1,97
"A726";2009-12-02;0;31,8;26,02;21,6;74,88;944,82;23,06;;;6,8;1,39
"A726";2009-12-03;55,8;29,3;24,26;18,6;83,12;944,68;15,93;;;12;2,47
"A726";2009-12-04;1;23,1;21,36;19,6;83,46;946,36;7,63;;;12,4;3,79
"A726";2009-12-05;0;27,5;22,19;18,2;69,96;946,6;20,83;;;11,9;4,62
"A726";2009-12-06;0;28,6;23,09;17,6;72,54;946,3;19,03;;;9,2;2,25
"A726";2009-12-07;4,8;26,2;22,84;21,1;86,33;946,26;9,25;;;9,2;2,5
"A726";2009-12-08;37;25,5;22;20,3;92,08;947,13;6,27;;;11,1;1,7
"A726";2009-12-09;1,2;27,8;23,24;18,9;79,04;948,92;19,19;;;9,7;3,67
"A726";2009-12-10;0,4;27,8;23,12;18,3;79,29;949,91;18,46;;;11,5;2,8
"A726";2009-12-11;0,4;31,3;24,64;20,1;78,83;949,26;19,99;;;8,4;1,36
"A726";2009-12-12;17,2;30,7;23,92;20,5;82,38;945,86;20,6;;;22,3;3,5
"A726";2009-12-13;17,4;22,1;20,33;18,3;94,12;945,73;4,46;;;8,3;2,09
"A726";2009-12-14;0;26,2;20,63;17,4;82,38;949,12;13,84;;;7,6;2,05
"A726";2009-12-15;0;30,4;23,45;18,7;80,67;950,02;23,25;;;7,8;1,29
"A726";2009-12-16;0,4;31,4;24,51;20,5;77,67;949,97;22,25;;;11,3;2,42
"A726";2009-12-17;35;31,3;22,84;18,4;79,54;949,77;22,74;;;16,5;1,94
"A726";2009-12-18;12,4;28,3;22,36;18,2;80,38;951,22;19,69;;;9,3;1,81
"A726";2009-12-19;0;30,6;24,15;18,8;69,38;951,89;28,67;;;11,8;3,23
"A726";2009-12-20;0;32,2;24,52;17,4;69,17;950,74;31,79;;;10,8;1,91
"A726";2009-12-21;0;32,6;26,19;19,2;64,08;949,67;28,58;;;7,7;1,87
"A726";2009-12-22;0;32,9;26,11;18,7;61,83;950,34;29,62;;;7,3;1,83
"A726";2009-12-23;0;33;25,64;19,3;69,33;950,74;30,48;;;10;1,55
"A726";2009-12-24;1;30,1;24,26;20,3;78,96;949,44;16,28;;;10,2;1,15
"A726";2009-12-25;11;29,7;23,55;20,4;85,83;947,25;18,7;;;9,8;1,1
"A726";2009-12-26;44,4;28,9;24,2;21,5;86,58;944,45;15,39;;;9,9;1,34
"A726";2009-12-27;29,4;30,8;24,71;21;86,33;943,03;21,45;;;16,9;1,55
"A726";2009-12-28;5,2;29,3;24,02;21,7;87,08;942,25;16,79;;;13,3;1,99
"A726";2009-12-29;7,6;27,7;23,49;21,3;90,08;942,05;13,45;;;8,3;1,44
"A726";2009-12-30;1,4;28,4;23,62;20,5;85,58;943,97;18,55;;;8,4;2,26
"A726";2009-12-31;0,2;31,7;25,05;20,5;77,17;945,3;27,66;;;14,4;2,23
"A726";2010-01-01;0;29,7;24,12;20,3;78,25;946,94;20,79;;;11;3,54
"A726";2010-01-02;2;30,5;24,07;21;82,96;948,63;15,53;;;10,9;1,95
"A726";2010-01-03;0,2;34,5;26,33;20,6;73,62;949,98;26,83;;;8,7;1,33
"A726";2010-01-04;0;33,7;26,78;21,7;69,04;949,95;25,7;;;10,1;1,88
"A726";2010-01-05;0,4;33,4;26,21;21,5;71,83;947,74;23,76;;;20,1;1,96
"A726";2010-01-06;5,4;30,8;24,71;20,7;79,67;946,2;21,67;;;14;1,88
"A726";2010-01-07;4,4;30,8;23,95;20,7;85;946,63;19,01;;;11,4;1,84
"A726";2010-01-08;6;29,1;23,42;21,3;90,12;948,38;13,73;;;9,5;0,99
"A726";2010-01-09;0,2;32,1;25,28;20,5;77,5;949,02;26,62;;;9,6;1,87
