data;ppt;t_max;t_med;t_min;ur_med
26/09/2006;;;;;
27/09/2006;0;31,1;22,5;16,1;61,2
28/09/2006;0;32,1;24,9;18,2;53,6
29/09/2006;0;31,4;24,9;20,8;52
30/09/2006;6,2;29,1;22,4;18,3;66,2
01/10/2006;0;26,9;22,3;18,6;75,4
02/10/2006;27,4;28,9;23,1;18,2;78,1
03/10/2006;0;32,2;25,6;21,3;72,8
04/10/2006;3,8;31,3;24,5;19,6;73,5
05/10/2006;7,8;31,5;25,4;20,3;74,1
06/10/2006;4,2;27,1;22,6;19,7;83,7
07/10/2006;0;31,1;25,3;21,3;75,8
08/10/2006;0;30,6;24,9;19,8;72,5
09/10/2006;0;31,9;25;18,6;66,1
10/10/2006;0;32,1;25,4;19;64,5
11/10/2006;0;31,8;25,5;20,2;64,5
12/10/2006;13,8;29,9;24;20,5;77,5
13/10/2006;0,2;29,3;24;21,1;83,2
14/10/2006;0;31,1;25,1;20,3;74,4
15/10/2006;0;31,8;25,6;20,9;72
16/10/2006;6,6;31,1;25,3;21,1;77,8
17/10/2006;0;28,7;24,2;19,9;75,3
18/10/2006;34,8;29,9;23,5;18,7;70,9
19/10/2006;69,2;27,2;22,3;18,8;83
20/10/2006;0;29,5;22,7;17,3;68,5
21/10/2006;0;29,6;22,4;16,1;61,4
22/10/2006;0;29,8;22;14,3;52
23/10/2006;0;29,6;22,7;15,6;46,9
24/10/2006;0;29,4;22,5;16,9;60,3
25/10/2006;24,6;31;24,8;20,3;71,2
26/10/2006;0;32,6;26,1;20,7;68,9
27/10/2006;0;35;28,2;21,7;61,1
28/10/2006;0;33,8;27,9;22,3;61,5
29/10/2006;0;31,8;24,9;16,9;53,2
30/10/2006;0;33,7;26,1;19,1;50,5
31/10/2006;0;35,4;28,6;22,5;43,6
01/11/2006;0;31,1;27,4;23,1;59,5
02/11/2006;0,2;30,1;25,1;22,8;77,2
03/11/2006;0;32,9;26,2;22;74,5
04/11/2006;0,6;32,6;26,2;22,5;71,2
05/11/2006;0;32,1;26,3;20,7;66,2
06/11/2006;2,6;31,9;25,5;20,7;71,4
07/11/2006;0;31,8;24,7;20,5;70,8
08/11/2006;0;29,5;23;16,6;58,1
09/11/2006;0;29,5;22,3;14,5;53
10/11/2006;1,8;28,1;22,8;15,1;47,7
11/11/2006;0;27,2;20,5;12,9;51,4
12/11/2006;0;28,5;21,5;14,7;47,6
13/11/2006;0;30;22,4;16,2;54,8
14/11/2006;0;30,3;22,9;16,4;56,9
15/11/2006;0;33,6;25,2;18,2;53,5
16/11/2006;0;35,6;26,7;19,9;53,3
17/11/2006;0;36,2;28,7;23,3;51,2
18/11/2006;0;37,9;30,3;23,7;46,4
19/11/2006;14,2;35,6;26,6;23;69,8
20/11/2006;0;33,4;25,9;21,1;72,8
21/11/2006;0;31,7;24,7;19,4;67,8
22/11/2006;0;35,1;26,9;19,4;58,1
23/11/2006;0;35,6;28,6;21,7;46,8
24/11/2006;0;36,3;28,8;21,9;43
25/11/2006;2,6;34;28,2;22,6;56,1
26/11/2006;16,8;32;24,8;21,5;81,1
27/11/2006;0;32,8;25,4;21,2;77,4
28/11/2006;0;30,4;26,3;23,2;74,3
29/11/2006;7,4;33,1;25,6;21,9;78,2
30/11/2006;0;33,4;27,2;22,9;74
01/12/2006;0;32,8;25,9;20,1;60,5
02/12/2006;0;32,1;25,7;19,2;59,6
03/12/2006;0,6;32,1;26,3;21,7;70,7
04/12/2006;12,6;28,1;24;21,2;84,4
05/12/2006;14;26,9;23,1;21,4;89,3
06/12/2006;2,6;31,3;25,4;21,7;80,2
07/12/2006;11,4;28,4;23,8;20,2;79,9
08/12/2006;22,4;30,1;24,1;19,5;77,4
09/12/2006;42,2;27,6;23,3;21,3;88,5
10/12/2006;7,4;31,5;25,3;20,7;77,7
11/12/2006;18,4;31,8;25,5;19,9;69,5
12/12/2006;0;31,5;25,7;20,2;65,6
13/12/2006;0;31,6;26;20,4;67,4
14/12/2006;2,6;29,5;24,8;22,3;84
15/12/2006;24,6;31,2;25,7;22,3;81,5
16/12/2006;0;33,2;27;21,6;73,7
17/12/2006;0;34,2;27,9;23,3;71,8
18/12/2006;0;34,4;28,4;23,1;67,5
19/12/2006;0;33,8;27,7;23,8;72,6
20/12/2006;17,4;28,6;24,3;21;80,6
21/12/2006;13;28;23,9;20,8;87,1
22/12/2006;1,2;30,7;25,1;21,8;81,6
23/12/2006;0,6;31,1;24,8;22,1;82,8
24/12/2006;0,2;33,1;26,2;22,6;78
25/12/2006;0;34,3;27,2;21,1;67,4
26/12/2006;16,8;32,3;25,1;20,4;81,3
27/12/2006;0;32,7;26,5;22;74,8
28/12/2006;1;32,1;26,2;21,7;72,7
29/12/2006;0;32,6;26,7;21,3;66,3
30/12/2006;0;29,7;24,7;21,7;75,2
31/12/2006;3,2;29;23,8;21,8;86,2
01/01/2007;18,4;28,2;23,4;21,7;89,4
02/01/2007;19,6;26,5;22,5;21,2;93,4
03/01/2007;14,4;29,3;23,2;21,2;91
04/01/2007;9,4;29,1;23,8;20,9;88,1
05/01/2007;71,6;23,1;22;20,8;95,2
06/01/2007;60,4;26,5;23,3;21,9;91,3
07/01/2007;15,8;26,2;23,3;21;89,2
08/01/2007;0;31;25,4;22;80,8
09/01/2007;86,2;31,7;25,9;21,7;81,1
10/01/2007;0;32,3;26,5;22,4;79,1
11/01/2007;0,6;32,3;26,2;22,5;78
12/01/2007;5,2;31,9;26;22,9;83,6
13/01/2007;33,6;29,3;24,2;21,9;88,6
14/01/2007;33,2;28,6;23,7;21,2;89,6
15/01/2007;4,6;26,9;23,1;20,8;86,8
16/01/2007;1;28,8;23,9;20,3;78,7
17/01/2007;1,8;30,1;24,7;20;78,2
18/01/2007;46,4;31,1;24,4;21,9;90,1
19/01/2007;14,4;33,1;26;20,6;78,4
20/01/2007;34,6;29,6;25,5;21,6;84,3
21/01/2007;20,2;29;24,8;21,7;87,9
22/01/2007;12,4;26,7;23,4;21,2;85,4
23/01/2007;0,6;29,2;24;20,3;78,8
24/01/2007;0;31,4;25,5;21,1;76,9
25/01/2007;0;32;26,7;22,4;74,3
26/01/2007;0;32,2;26,6;22,8;77,2
27/01/2007;8,2;31,5;25,7;23,4;83,4
28/01/2007;8,8;30,3;24,9;22,2;85,3
29/01/2007;16,2;31,2;24,9;21,6;86,1
30/01/2007;0;32,6;25,9;22,7;82,1
31/01/2007;0;32,1;26,6;23,1;77,4
01/02/2007;0;33,3;27,3;22,3;71,3
02/02/2007;11,6;33,9;27;22,1;76,8
03/02/2007;0;30;25,1;21,7;77,5
04/02/2007;0;32,2;26,4;20,6;70,1
05/02/2007;2,2;32,3;25,6;21,8;74,6
06/02/2007;2,8;33,3;25,9;21,6;78,6
07/02/2007;0;30,5;25,8;22,5;77,5
08/02/2007;23,8;33;26,9;23;77,2
09/02/2007;73,2;30;24,8;21,8;86
10/02/2007;0;33;27;23,6;75,9
11/02/2007;8,8;28,8;24,6;22,4;85,9
12/02/2007;36,2;29,3;23,1;18,9;75,5
13/02/2007;0;29,6;22,9;17;68,6
14/02/2007;0;30,9;24,1;18,5;67
15/02/2007;0;31,9;25,3;18,9;66,3
16/02/2007;0;34;26,7;20,4;63,8
17/02/2007;0;33,9;27,6;21,7;67
18/02/2007;0;32;27,1;23,8;74
19/02/2007;4,4;31,7;25,3;21,6;78,2
20/02/2007;17,4;30,5;24,7;21;82,1
21/02/2007;12;32;25,5;21,1;80,9
22/02/2007;0;33;26,8;22,6;71,1
23/02/2007;0;32,9;27,1;21,7;58,8
24/02/2007;0;34,6;27,4;21,2;58,7
25/02/2007;0;31,5;25,9;21,4;65,9
26/02/2007;0;30,6;25,1;21;69,8
27/02/2007;0;30,4;24,8;21;72,8
28/02/2007;0;31,7;25,3;21,3;74,5
01/03/2007;0,4;30,5;24,5;20,6;79,2
02/03/2007;0;32,9;26,3;21,7;68,8
03/03/2007;0;32,9;27,3;21,5;61,6
04/03/2007;0;33,3;27,3;22,1;61,6
05/03/2007;0;33,4;27,5;22,2;54,2
06/03/2007;0;34,1;27,5;21,4;52,2
07/03/2007;0;34,6;28,1;21,8;55,3
08/03/2007;0;34,9;27,6;22,1;58
09/03/2007;0;35,1;26,6;20,6;63,6
10/03/2007;2;34,4;26;20,5;68
11/03/2007;1,4;34,9;26,4;21,7;68,1
12/03/2007;0;34,9;26,7;21,5;66
13/03/2007;0;32,8;26,9;22;63,1
14/03/2007;0,4;33,9;25,6;20,7;68,3
15/03/2007;5,6;31,1;23,2;18,5;80,1
16/03/2007;9,4;30,3;23,2;20,7;86,1
17/03/2007;5,2;28,2;23,3;20,7;84,8
18/03/2007;29,8;28;23;20;84,4
19/03/2007;13;25,9;22,1;20,1;84,5
20/03/2007;0,2;27;21,7;17,8;75,3
21/03/2007;0;29;21,7;14;69,9
22/03/2007;1;27;22,6;19,3;79,5
23/03/2007;1,6;31,9;24,1;18,7;77,8
24/03/2007;10;32,2;24,2;19,2;79,2
25/03/2007;0;32,1;24,6;17,2;66,5
26/03/2007;0;32,1;24,3;16,5;71,3
27/03/2007;0;33;25,5;18,5;70,1
28/03/2007;0;33,8;26,2;19,6;67,8
29/03/2007;0;33,8;26,1;18;64,7
30/03/2007;0;32,7;26,1;19,4;69,2
31/03/2007;0;33,3;25,8;18,7;67,8
01/04/2007;0;32,7;26;19,7;67,9
02/04/2007;0;32,7;25,7;19,5;69,6
03/04/2007;0;32,5;25,2;19,8;73,2
04/04/2007;0;32,2;25,5;20,4;71,3
05/04/2007;0;30,4;24,4;20,1;73,7
06/04/2007;0;28,6;22,3;17,2;73,2
07/04/2007;1,2;28,2;21,2;17,2;82,9
08/04/2007;6,6;24;20,8;18,7;92,9
09/04/2007;0,2;28,5;21,7;16,9;82,2
10/04/2007;0;28,9;22,2;16,4;73,7
11/04/2007;0;30,2;22,9;16,3;73,6
12/04/2007;0;30,9;23,9;18;71,8
13/04/2007;0;28,6;23,2;18,7;77,9
14/04/2007;0;30,4;23,2;16,8;71,9
15/04/2007;0;30,5;23,6;17,3;72,8
16/04/2007;0;30,8;23,9;17,8;69,6
17/04/2007;0;29,8;23,1;17,1;71,6
18/04/2007;0;29,9;22,9;17,1;68,7
19/04/2007;0;30,2;23,6;17,4;68,4
20/04/2007;0;30,5;23,2;17,3;72,3
21/04/2007;14;27,6;21,9;19;86,1
22/04/2007;2;29,6;22,8;18,1;79
23/04/2007;0,2;30;23,4;18;78,3
24/04/2007;0;31,1;24,2;18,1;74,5
25/04/2007;0;30,4;24,1;19,2;76,9
26/04/2007;6,8;30,8;23,7;19,6;80,7
27/04/2007;6,8;21,7;19,8;17;90,4
28/04/2007;0,4;23,1;18,4;14,7;73,8
29/04/2007;0;23,4;19,5;16,4;77,7
30/04/2007;0;26,8;20,2;14,7;81,4
01/05/2007;0,2;27,6;20,1;13,1;71,4
02/05/2007;0;28,4;18,9;10;66,7
03/05/2007;0;27,9;20;13,5;72,4
04/05/2007;0;28,7;21,7;15,8;72,8
05/05/2007;0;28,3;21,3;14,6;72,4
06/05/2007;0;28,4;20,5;12,7;70
07/05/2007;0;29,5;20,9;13,1;66,9
08/05/2007;0;31;21;13,9;73
09/05/2007;7,6;21,8;17;12,3;86,4
10/05/2007;0;22,4;14,7;7,8;72,5
11/05/2007;0;24,3;16,7;11,6;72,5
12/05/2007;0;28,1;20,1;14,2;76
13/05/2007;0;27,9;20,4;15,4;75,9
14/05/2007;0,2;28,1;21,6;15,8;71,6
15/05/2007;0;26,4;20,7;16,3;74,6
16/05/2007;0;30,7;19,9;11,7;72
17/05/2007;0;31,6;23;16,1;64,5
18/05/2007;0;30,2;22,5;16,1;68,5
19/05/2007;0;24,3;19,9;17,4;80,5
20/05/2007;0;27,1;19,9;16,3;76,4
21/05/2007;0,2;29,5;21,3;14,1;73,8
22/05/2007;28,2;21,7;18,4;16,1;89,8
23/05/2007;20,8;18,4;17,4;16,8;95,1
24/05/2007;0;18,3;14,7;11,1;77,5
25/05/2007;0;20,7;12,5;5,6;75,2
26/05/2007;0,2;23;14,2;6,8;76,4
27/05/2007;1,6;20,3;14,7;10,8;83,4
28/05/2007;0,4;22,9;14,8;9,7;86,4
29/05/2007;2;22,8;16,8;12,8;83
30/05/2007;0;17,7;13,3;8,5;70,8
31/05/2007;0;21,3;13,4;6,4;73,9
01/06/2007;0;27,9;17,6;10,1;75,6
02/06/2007;18,2;22,4;19,1;17,4;88,7
03/06/2007;3,6;20,6;17,8;14,8;85,4
04/06/2007;0,2;19,8;13,2;6,9;72,6
05/06/2007;0,2;22,6;12,2;3,4;73,9
06/06/2007;0;25;14,1;5,5;72,2
07/06/2007;0;28;17,9;10,3;70,3
08/06/2007;0;28,6;19,5;12,4;73
09/06/2007;0,2;28,7;19,1;11,9;73,8
10/06/2007;0;28,5;19,6;12;72,8
11/06/2007;0;27,6;20,5;12,6;70
12/06/2007;0;28,1;19,3;11,1;69,6
13/06/2007;0,2;28,4;18,7;11;69,5
14/06/2007;0;28,9;19,1;11,3;70,4
15/06/2007;0;29,4;20,2;12,4;70,3
16/06/2007;0;28,4;20,6;13,1;69,4
17/06/2007;0;28,6;19,9;12,9;75,3
18/06/2007;0;28,9;20,2;14,2;71,8
19/06/2007;0;27,8;20,9;14,4;62,8
20/06/2007;0;26,7;17,8;10;69,3
21/06/2007;0;26,7;18,3;10,1;67,6
22/06/2007;0;27,2;18,4;11;70,8
23/06/2007;0;27;19,6;12,7;63,8
24/06/2007;0;27,5;18,6;11,2;68,7
25/06/2007;0;24,6;18;11,5;78,7
26/06/2007;0;26,2;18;11,7;74,5
27/06/2007;0;28,1;19,1;12,5;71,6
28/06/2007;2;27;20;13,8;72,2
29/06/2007;0;23,5;18,1;14,1;83,8
30/06/2007;0,2;25,4;17,1;10,8;78
01/07/2007;0,2;24,5;16,1;8,6;71,9
02/07/2007;0;23,7;14,2;6,5;75,5
03/07/2007;0;25,8;15,6;7,2;72,8
04/07/2007;0,2;27,2;17,3;9,2;70,2
05/07/2007;0;28,8;18,8;10,8;67,3
06/07/2007;0;28,9;20,5;12,8;63,1
07/07/2007;0;28,8;21,3;15,9;61,7
08/07/2007;0;29,4;21,5;13,5;53,1
09/07/2007;0;29,5;19,4;11,2;62,9
10/07/2007;0;29,6;20;11,1;60,4
11/07/2007;0;25,7;19,2;12,3;68,8
12/07/2007;0;23,6;16,4;11,2;74,6
13/07/2007;0;28,2;18,5;11,1;69,3
14/07/2007;0;29,8;20,9;13,9;58,4
15/07/2007;0;28,4;21,3;15,6;62,2
16/07/2007;33,4;20,4;16,6;15,2;91,4
17/07/2007;32;17,6;15,7;14,8;96,2
18/07/2007;20,4;19,2;15,9;14,3;92,1
19/07/2007;0,2;20,1;13,7;7,8;81,9
20/07/2007;0,2;25,4;14,2;5,6;77,7
21/07/2007;0,2;28,9;16,6;7,4;74,8
22/07/2007;0;30,5;20,4;11,2;62,8
23/07/2007;37;24,1;20,5;17,5;78,3
24/07/2007;12,8;22,7;17,2;15,6;96,6
25/07/2007;39,2;20,4;17,7;14,7;91,1
26/07/2007;0;18;13;7,9;73,5
27/07/2007;0;20,1;13,1;8,1;79
28/07/2007;0;17,5;12,2;6,9;81,3
29/07/2007;0;17,2;12,3;8,7;66,3
30/07/2007;0;20,6;12,4;5,8;64,5
31/07/2007;0;25;15,3;7,7;69,1
01/08/2007;0;27,1;18;10,1;68,4
02/08/2007;0;27,7;19;11,6;68,2
03/08/2007;0;27,4;18,9;11,1;67,1
04/08/2007;0;27,9;19,1;11;66,8
05/08/2007;0;24,3;18;12,3;73,8
06/08/2007;0;27,4;17,3;10,5;75,3
07/08/2007;0;29,9;21,2;12,7;59,7
08/08/2007;0;29,1;20,4;13,2;61,6
09/08/2007;0;28,8;19,9;10,9;64,9
10/08/2007;0;28,6;20,1;12,1;60,9
11/08/2007;0;26,7;19,6;13,1;62
12/08/2007;0;26;18,2;11,9;70,5
13/08/2007;0;28;19,1;10,6;67,3
14/08/2007;0;27,5;19,1;11,6;64,5
15/08/2007;0;27,9;19,2;11,1;60,4
16/08/2007;0;27,3;19,3;11;59,8
17/08/2007;0;27,4;18,8;11,5;61,4
18/08/2007;0;28,1;18,4;10,3;67,5
19/08/2007;0;28,9;20,1;11,9;58,5
20/08/2007;0;28,3;20,3;10,8;57,4
21/08/2007;0;25,4;18,6;12,1;69,2
22/08/2007;0;26,8;16,8;8,9;69,4
23/08/2007;0;30,2;19,8;10,5;61,1
24/08/2007;0;30,2;21,3;11,6;52,4
25/08/2007;0;32;21,4;12,4;52,2
26/08/2007;0;32,5;22,6;12,9;44
27/08/2007;0;28,2;22,2;14,8;55,5
28/08/2007;0;23,6;18,8;15,4;75
29/08/2007;0;25,5;17,9;13;73,3
30/08/2007;0;25,1;18,4;13,9;75,3
31/08/2007;0;29,8;21,2;13,8;68,3
01/09/2007;0;30,8;23;15,1;57,9
02/09/2007;0;32;23,2;15;59,6
03/09/2007;0;31,9;22,4;14,6;63,1
04/09/2007;0;30,8;23,5;16,4;54,9
05/09/2007;0;30;22,7;14,5;57,9
06/09/2007;0;30,8;22,6;14,4;57,6
07/09/2007;0;31,2;23;13,9;54,5
08/09/2007;0;31,5;23,4;14,7;49,2
09/09/2007;0;31,2;22,6;13,2;55
10/09/2007;0;30,3;21,9;13,2;59,2
11/09/2007;0;30,1;22,1;13,6;55
12/09/2007;0;30;22;12,3;52,3
13/09/2007;0;30,4;22,2;13,9;57
14/09/2007;0;32;22,8;13,6;49,4
15/09/2007;0;32,4;23,8;14,8;46,6
16/09/2007;0;32,7;24,6;17,4;44,8
17/09/2007;0;28,3;21,4;15,9;65,2
18/09/2007;0;32,1;22,8;16,5;59,3
19/09/2007;0;31,8;22,5;14,9;67,1
20/09/2007;0;35,5;26,2;17,5;54,4
21/09/2007;0;30,5;25;19,1;56,2
22/09/2007;0;34,8;26,6;19,8;48,3
23/09/2007;0;36,4;27,1;17,1;50,4
24/09/2007;0;30,5;25,6;19;51,3
25/09/2007;0;21,8;17,4;14,2;64
26/09/2007;0;23,4;17,1;13,7;62,2
27/09/2007;0;31,6;21,3;13,1;62,3
28/09/2007;2;28,3;21,4;17;74,3
29/09/2007;0;28,9;21,5;16,7;72,2
30/09/2007;0;26,4;19,3;14,3;68,6
01/10/2007;0;29,5;20,6;14,4;64,6
02/10/2007;0;30,8;21,7;14,3;58
03/10/2007;0;30,6;21,2;13,1;59
04/10/2007;0;31,3;21,8;13,3;59
05/10/2007;0;33,1;22,3;13,3;58,1
06/10/2007;0;34,7;25,3;15,1;50,5
07/10/2007;0;35,7;26,6;17,8;44,5
08/10/2007;0,2;33,3;24;17,4;60,1
09/10/2007;0;33,3;24;16,6;55,9
10/10/2007;0;34,6;25,5;16,3;53,2
11/10/2007;0;34,1;26,3;18;47,1
12/10/2007;0;36,6;26;16,1;46,1
13/10/2007;0;31,8;26,3;21,5;51,2
14/10/2007;0;26,5;22,6;20,2;74
15/10/2007;3,4;33,9;23,3;18,1;71,6
16/10/2007;0;34,3;26,3;19,2;61
17/10/2007;0;33,3;26,1;19,9;63,3
18/10/2007;0;27,1;22,4;18,5;65,7
19/10/2007;0,2;26,2;20,5;16,6;77,2
20/10/2007;0;34,7;24,2;15,7;61,3
21/10/2007;8,4;37,7;26,7;18,7;48,2
22/10/2007;0;30,5;23,1;18,2;67,1
23/10/2007;0;27,7;22,2;19,5;68,9
24/10/2007;49,6;19,7;17,9;16,8;89,9
25/10/2007;15,4;21,2;18,9;17,4;93,1
26/10/2007;0;30,1;22,9;17,9;76,4
27/10/2007;0;33,8;26,2;19,1;63,2
28/10/2007;0;35;26,7;20,4;63,3
29/10/2007;0;36,7;28,5;20,7;58,1
30/10/2007;16,4;32,1;25,3;18,8;70,5
31/10/2007;0;35,2;26,9;19,9;61,9
01/11/2007;0;34,1;26,8;20,8;63,9
02/11/2007;0,4;31,9;24,5;20;71,4
03/11/2007;11,4;29,7;23,3;20,4;83,7
04/11/2007;48,6;22,5;20,2;17,6;92,7
05/11/2007;0;26,1;19,9;15,2;76,7
06/11/2007;6,4;22;19,6;18,1;89,4
07/11/2007;1,4;29,5;22,4;16,9;78,3
08/11/2007;0;30,1;22;18,2;77,6
09/11/2007;0;28,1;22,5;18,3;77,3
10/11/2007;25,8;25,9;22,5;19,8;78,6
11/11/2007;24,2;25;21,7;19;84,7
12/11/2007;0;24,5;21,5;19,2;79,2
13/11/2007;0;28,7;21,9;17,8;71,6
14/11/2007;0;30,4;24,4;20,7;68,9
15/11/2007;7;26;20,1;17,8;87,9
16/11/2007;;;;;
17/11/2007;;;;;
18/11/2007;;;;;
19/11/2007;;;;;
20/11/2007;0;30,2;23,6;18,5;72,2
21/11/2007;0;29,2;22,3;16;63,4
22/11/2007;0;28;20,7;15;57
23/11/2007;0;30,2;20,7;12,1;63,8
24/11/2007;0;32,2;23,6;16;63,4
25/11/2007;2,6;26,7;22,3;19,7;78,3
26/11/2007;0;29,7;24,1;20,6;75
27/11/2007;0;29,7;23,6;18,9;68
28/11/2007;0;30;22;15,3;59,5
29/11/2007;0;29,1;20,9;12,8;54,8
30/11/2007;0;30,7;21,4;13,2;60,2
01/12/2007;0;31,4;22,6;14;58,8
02/12/2007;0;33,3;24,6;15,9;49,3
03/12/2007;0;34,9;26,2;16;41,2
04/12/2007;0;33,9;25,5;18,9;65,5
05/12/2007;32,2;26,5;22,1;19,6;89,3
06/12/2007;8,2;31,2;24,5;20,8;80,8
07/12/2007;2,2;27,7;23,6;21;84,2
08/12/2007;1,2;31,4;23,3;19;83,1
09/12/2007;0,6;31,6;24,4;20,4;81,2
10/12/2007;33;31;24,6;20,9;80,8
11/12/2007;17,8;29,2;23,7;21,4;82,5
12/12/2007;35,4;25,9;21,7;19,2;91,3
13/12/2007;0;24,6;20,1;17,8;81,6
14/12/2007;0;24,4;20,7;17,9;80,3
15/12/2007;0;30,2;23;17,1;72,8
16/12/2007;0;30,8;23,5;17;71,6
17/12/2007;0;29,9;23,5;17,6;68,2
18/12/2007;0;30,3;23,2;17;66,2
19/12/2007;31,6;26,1;20,6;18,4;89,8
20/12/2007;0;26,5;21,3;17,9;82,5
21/12/2007;27,2;28,6;22,2;16,9;75,3
22/12/2007;0;30,1;23,7;17,8;66,8
23/12/2007;0;30,5;24,1;19,1;68,5
24/12/2007;0;30,1;24;17,8;70,2
25/12/2007;0;29,9;24,4;20,7;70,9
26/12/2007;0,6;30,1;24,5;19,5;73,8
27/12/2007;0;33,1;25,9;19,3;64,8
28/12/2007;0;33,7;27,1;20,7;56,5
29/12/2007;0;34,8;27,5;19,8;53,4
30/12/2007;0;34,7;28,2;21,4;53,6
31/12/2007;0;35,2;27,5;20,7;60,1
01/01/2008;0;33,2;25,9;20,9;70,1
02/01/2008;91,8;26;22,8;18,8;85,6
03/01/2008;0;30,5;24,1;19,9;75,2
04/01/2008;0,6;31,3;23,6;18,6;76,9
05/01/2008;22,4;30,3;23,1;18,5;85,8
06/01/2008;18,8;28,3;22,6;17,5;84,7
07/01/2008;0,4;29,8;22,7;17;76,8
08/01/2008;0;30,8;23,8;17,1;68,9
09/01/2008;0;31,2;24,6;17,7;69
10/01/2008;0;32,5;25,4;18,7;68
11/01/2008;0;31,8;25,2;20,4;71,8
12/01/2008;33,6;30,5;24,1;20,6;81,2
13/01/2008;26;25,9;22,5;20,7;88,1
14/01/2008;47;27,2;21,9;19,6;87,8
15/01/2008;10,8;29,9;22,3;17,6;80
16/01/2008;38,8;31;22,4;16,9;79
17/01/2008;0,4;29,7;23,1;18,5;78,7
18/01/2008;6,6;28,3;23,8;21,1;86,4
19/01/2008;38,2;28,2;22,3;20,2;91,8
20/01/2008;16,6;27,1;22,1;19,9;89,4
21/01/2008;0;24;20,3;18,1;86,8
22/01/2008;0,2;24,3;20,7;18,4;75,3
23/01/2008;0;26,2;21,2;16,9;74,7
24/01/2008;0;28,1;22,5;18,1;72
25/01/2008;0;26,6;21,8;18,8;78,2
26/01/2008;6,4;23,8;21;18,7;77
27/01/2008;0;26,3;21,8;18,1;70,5
28/01/2008;45,8;24,9;20,7;18;81,3
29/01/2008;28,6;21,6;19,3;18,5;95,1
30/01/2008;0,8;26,6;20,8;17,6;88,2
31/01/2008;0;28,2;22,2;17,4;81,8
01/02/2008;0,2;31;23,8;17,8;77,4
02/02/2008;0;32,6;25,5;18,9;72,5
03/02/2008;0;29,8;25,3;21,6;74,2
04/02/2008;0;28,2;23,2;19,8;75,9
05/02/2008;0;28,8;22,2;18;76,5
06/02/2008;0,6;27,7;22,2;18,9;82,1
07/02/2008;15;27,9;22,2;19,9;88,8
08/02/2008;1,6;29,7;22,6;18,7;81,6
09/02/2008;7,6;30,8;22,9;18,5;84
10/02/2008;20,2;31,6;23,5;18,5;83,9
11/02/2008;0,4;31,5;23,8;19,6;82,4
12/02/2008;0,6;32,3;25,1;20,1;78,3
13/02/2008;0;31,3;24,8;19,7;73,8
14/02/2008;0,6;31,8;24,9;20,5;71,4
15/02/2008;4;29,8;22,6;19,2;79,6
16/02/2008;0;32,4;24,1;18,6;75,4
17/02/2008;6;31,4;23,6;19,4;79,2
18/02/2008;0,4;31;23;18,8;81,5
19/02/2008;0;29,7;23,1;18,3;77,4
20/02/2008;1,2;30,5;23,6;18,9;79,3
21/02/2008;11,6;28,5;22,3;19,7;89,2
22/02/2008;2,6;29;23,4;20,3;84,7
23/02/2008;0,8;27;23,3;20,1;86,7
24/02/2008;23,6;26,4;22,4;20,6;90,3
25/02/2008;0;29,7;23,5;18,5;76,2
26/02/2008;0;30;23,4;17,7;72,6
27/02/2008;0;30,3;23,7;18,9;72,6
28/02/2008;0;29;23,5;18,1;70
29/02/2008;7,4;25,7;21,8;18,7;82,7
01/03/2008;11,4;29,8;23,9;20,7;81,8
02/03/2008;7,2;30,8;23,9;18;74
03/03/2008;0;30,7;24,4;18,4;68,5
04/03/2008;0;30,8;24,5;18,1;64,4
05/03/2008;0;31,1;24,6;17,9;62,8
06/03/2008;0;32;24,4;16,8;64,9
07/03/2008;0;32,5;24,1;18;73,1
08/03/2008;42,8;32,4;24,4;19,5;75,3
09/03/2008;7,6;31;24;20,2;79,3
10/03/2008;0;31,6;24,2;19,5;77,9
11/03/2008;0,4;28,8;23,6;21,4;84,6
12/03/2008;7;28,6;22,6;20,7;90,2
13/03/2008;38,2;24,6;21,9;20;93,1
14/03/2008;0,4;24,2;20,6;18,2;80,9
15/03/2008;0;23,5;20;17,6;76,8
16/03/2008;0,2;25,8;20,5;17;80,1
17/03/2008;8,6;20,3;18,6;17,5;93,9
18/03/2008;0;29,5;21,7;16,9;76,6
19/03/2008;0;30,7;23,4;17;75,1
20/03/2008;0,2;31;23,5;17,4;76
21/03/2008;1,8;30,6;23,1;18,7;79
22/03/2008;5,2;28;22,2;19,6;86,1
23/03/2008;16,4;28,3;22,1;17,8;80,3
24/03/2008;0;29,7;23,4;18,7;78,2
25/03/2008;0;29,4;23,5;19,4;74,3
26/03/2008;0;29,6;23,1;18,3;73,5
27/03/2008;0;29,3;22,8;17,5;75,2
28/03/2008;0;30,2;23;16,8;72,3
29/03/2008;0;28,8;23;18,5;72,9
30/03/2008;0;27,1;21,4;17;74,3
31/03/2008;0;27,4;21,1;16,2;69,8
01/04/2008;0;29,8;21,7;15,3;72,3
02/04/2008;8,8;26,5;21,3;17,9;83,7
03/04/2008;25,6;25,9;21,1;19,7;92,7
04/04/2008;0,4;26,1;21,2;19,2;86,3
05/04/2008;0;26,9;21,1;16,3;76,2
06/04/2008;3,2;27,4;21,3;16,5;82
07/04/2008;9,8;27;22,1;19,2;87
08/04/2008;3,8;28,4;22,4;19,7;85
09/04/2008;0;30;23,8;19,6;82,6
10/04/2008;59,6;30,5;22,3;19,4;88,9
11/04/2008;0,2;30,8;22,5;17,5;82,2
